model_type,stage,learning_rate,train_mae,validation_mae,test_mae
gradient_boosting,236,0.03,28.083582046075183,39.4149171251262,39.26289287700275
gradient_boosting,237,0.03,28.03726990571802,39.409490638982504,39.26134183463653
gradient_boosting,238,0.03,28.00478155093058,39.37783493678394,39.21607406652712
gradient_boosting,239,0.03,27.98813201049593,39.38044046604177,39.19876921356596
gradient_boosting,240,0.03,27.94103881115527,39.363173970374184,39.179719875494996
gradient_boosting,241,0.03,27.907969205338677,39.33885146436319,39.15967914850703
gradient_boosting,242,0.03,27.87964516769645,39.330515186862655,39.14462032492618
gradient_boosting,243,0.03,27.861035863297676,39.33939525311102,39.15780819252629
gradient_boosting,244,0.03,27.82383989606532,39.3122324661519,39.13061872260472
gradient_boosting,245,0.03,27.7987971581103,39.29791258489865,39.108059116223224
gradient_boosting,246,0.03,27.77056281463841,39.32754310081385,39.152033200290575
gradient_boosting,247,0.03,27.74635067046413,39.338904408855804,39.15408825019731
gradient_boosting,248,0.03,27.740888095477107,39.33094414157245,39.14997938902225
gradient_boosting,249,0.03,27.711064670576878,39.363881460508445,39.15916028769968
gradient_boosting,250,0.03,27.703511120309756,39.38323830972251,39.17034173250289
gradient_boosting,251,0.03,27.670930327644008,39.333218277734005,39.14632556551808
gradient_boosting,252,0.03,27.64638117621703,39.30174378760878,39.128596204074135
gradient_boosting,253,0.03,27.611278615620705,39.31769586763582,39.11123341456219
gradient_boosting,254,0.03,27.59530079814479,39.33976780825164,39.12510397402479
gradient_boosting,255,0.03,27.565831695770967,39.320022980580845,39.10914615628166
gradient_boosting,256,0.03,27.520516152676663,39.317060075901715,39.1150936366729
gradient_boosting,257,0.03,27.476343095836924,39.30454580384759,39.08475851441249
gradient_boosting,258,0.03,27.461956679126637,39.28129401024414,39.08345214267889
gradient_boosting,259,0.03,27.439151183271992,39.26739381446038,39.06464543901458
gradient_boosting,260,0.03,27.406459727991948,39.241997237578055,39.05794701003423
gradient_boosting,261,0.03,27.40211307385039,39.270108184922584,39.08104211447298
gradient_boosting,262,0.03,27.382970115907863,39.27666931180123,39.07388237946357
gradient_boosting,263,0.03,27.34771806457696,39.27443308328507,39.083217903533786
gradient_boosting,264,0.03,27.32583327375285,39.26550244831178,39.07734119519857
gradient_boosting,265,0.03,27.31122292520812,39.2641283085731,39.06435866165799
gradient_boosting,266,0.03,27.287915146457838,39.22740597953946,39.0479075118089
gradient_boosting,267,0.03,27.260369801769667,39.27074460592828,39.04417496099012
gradient_boosting,268,0.03,27.24907888069833,39.265626356132906,39.03293233250269
gradient_boosting,269,0.03,27.222460192533134,39.264867614760654,39.01266276046093
gradient_boosting,270,0.03,27.223089977616027,39.27522517037327,39.02253340225212
gradient_boosting,271,0.03,27.20181603318967,39.256735237401756,39.012956989192745
gradient_boosting,272,0.03,27.167410445815303,39.23158859789119,39.002398125989835
gradient_boosting,273,0.03,27.12525332113001,39.19545511938353,38.950636149339246
gradient_boosting,274,0.03,27.104329274426103,39.177487099950184,38.95430493606178
gradient_boosting,275,0.03,27.09647307671172,39.19390682085337,38.956372071913215
gradient_boosting,276,0.03,27.061567440668686,39.17679447594171,38.93571606050759
gradient_boosting,277,0.03,27.05465181303268,39.17737857310502,38.93600121938817
gradient_boosting,278,0.03,27.018770801336046,39.15656616507024,38.9110878972979
gradient_boosting,279,0.03,26.988978866882885,39.18329196682038,38.925674745702985
gradient_boosting,280,0.03,26.960121037189456,39.17815316811516,38.89989723342912
gradient_boosting,281,0.03,26.943261824801276,39.21627353182238,38.92618753456911
gradient_boosting,282,0.03,26.932027168828142,39.21766502321234,38.91875073184446
gradient_boosting,283,0.03,26.90827512916629,39.249565707237345,38.8926730727062
gradient_boosting,284,0.03,26.868585211431846,39.28601752927182,38.88626421510203
