n_rows,n_unique_compounds,n_features,cv_type,n_splits,mae_oof,rmse_oof,r2_oof,sample_weighting_enabled,split_train_rows,split_val_rows,split_test_rows,split_train_unique_compounds,split_val_unique_compounds,split_test_unique_compounds,split_train_size_requested,split_val_size_requested,split_test_size_requested,train_n,train_mae,train_rmse,train_r2,validation_n,validation_mae,validation_rmse,validation_r2,test_n,test_mae,test_rmse,test_r2,refit_final_on,n_final_fit_rows,n_final_fit_unique_compounds,model_path
2047,1830,25,GroupKFold,5,34.803190778433745,65.20661749265966,0.9287594656419405,True,1234,400,413,1098,366,366,0.6,0.2,0.2,1234,22.093226039153205,40.614397151315956,0.9725183721710107,400,36.97479421595828,61.177471505360884,0.9245839464369148,413,38.46238614668761,80.21473931449331,0.9059311181952816,full,2047,1830,output/final_model_sweep_compact/trial_011_rf_selected_leaf2_weighted/models/cp_regressor.joblib
