rows,unique_compounds,unique_inchikeys,phases,phase_coarse,csv_path,xlsx_path
112368,1319,1319,5,4,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/output/clean_master/cp_master_clean.csv,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/output/clean_master/cp_master_clean.xlsx
