Cp_bin,n,Cp_min,Cp_max,Cp_mean,mae,rmse,mean_abs_error
"(24.139, 97.25]",124,24.14,97.23,73.3926069712903,15.139401185919871,20.676131300442215,15.139401185919871
"(97.25, 128.196]",123,97.296,127.919,112.75772006666668,17.840366146145172,23.915465075456584,17.840366146145172
"(128.196, 153.846]",123,128.38,153.804,140.68925716504063,18.01039199186919,23.03833633426807,18.01039199186919
"(153.846, 180.172]",124,153.851,180.14,166.5232815887097,16.96571560636844,22.194009147748098,16.96571560636844
"(180.172, 208.145]",123,180.3,208.09,191.95350228130079,14.885148045679498,18.82349173440281,14.885148045679498
"(208.145, 242.686]",123,208.2,242.63,223.30907136341466,17.677207876379377,25.476437379919204,17.677207876379377
"(242.686, 299.07]",124,242.7,299.0,268.6604922225807,19.946286405060548,26.144644212416402,19.946286405060548
"(299.07, 381.918]",123,299.7,381.72,337.8737844325204,24.332025315557562,34.9526377086504,24.332025315557562
"(381.918, 566.73]",123,382.2147576,565.9,453.74033607642286,24.60520460821001,39.870949729236976,24.60520460821001
"(566.73, 1992.38]",124,567.085,1992.38,867.0573986774193,52.057108096389776,99.90912315931088,52.057108096389776
