,SHAP_NumValenceElectrons,SHAP_HeavyAtomCount,SHAP_LabuteASA,SHAP_Kappa1,SHAP_NumRotatableBonds,SHAP_MolLogP,SHAP_TPSA,SHAP_NumHAcceptors,SHAP_FractionCSP3,SHAP_HeteroAtomFraction
200,-7.735790962837842,-11.506837019598649,-9.65370991369884,-22.551106589648416,-19.210724181863437,-4.414622459421843,3.6016751882759994,-0.4685712517345559,6.05748909189697,6.711877523538816
1947,-69.22615059993576,-45.004467625185335,-37.89532002673829,-36.97484015133974,-15.972175709340556,-5.265875569382317,0.13871721241391827,-0.9681305750049175,8.702996357262025,3.829718908683849
778,82.94901315247823,91.12341919358978,47.95552468763386,50.68571220926163,-9.742739660904661,-3.071340491257879,-0.996139227532273,1.7781322657757268,-22.832661894549727,5.82196465625049
2020,-52.686606028835044,-37.30855777722316,-33.07557627517022,-19.70721594801463,-7.991443092571153,-4.160985382392851,0.08568868680458391,-0.47790020389467125,10.203670233526092,1.9297076222957164
1190,-42.609140236835344,-33.34738113447318,-25.401117015532765,-16.419405443980416,-0.5708813402404079,-4.5866334642872975,2.1203108795016905,-0.6003426522075975,9.667931961497956,6.169084220069575
367,-29.82913993315164,-16.85722210524651,-13.448867926578146,-23.648415268343186,-15.376845577776924,-6.806840619066476,-8.583228563863571,-1.9425751145494845,-23.61469056032211,-1.2474122627745035
844,-34.61231037661076,-14.07015784192435,72.16153574665972,50.774931364608086,-22.956900360786552,-2.9926896689001663,1.454152300044485,-0.4893737571125983,-23.668071776941947,-16.052129302663758
237,-20.484773996449803,-14.503414930210747,-12.191457526157441,-18.624396127978965,-16.036436668009895,-4.939209749063353,-2.474637668561517,-0.3625110699357238,-3.2175923582160872,-2.9778093985162757
537,214.8230816098027,195.1941103502802,124.48462036786292,67.35029534747437,25.398486927675663,13.139517650775826,-8.293179982767748,-6.224997070296096,-28.515132796198234,2.6835153199738064
1539,-41.9459008997679,-33.18165355949733,-24.36885192581361,-15.835759057590776,-8.535241199359573,-3.4530042352385766,-3.606667746675925,-3.1214603665441194,9.401128403109455,4.361133662207717
1753,-67.00961575074136,-43.25754503464909,-34.58700555255722,-30.20825966920405,-14.002180822014529,-5.330962586318366,0.5277280239994213,-1.0916074440026626,-7.376925787884218,3.9101094430176317
97,27.7120265797406,2.9225261496594057,1.192129424081732,40.924624079733235,51.87703038774398,16.620259480281273,-2.6382492510883533,-2.779050858840262,16.592187824487407,9.613659703151892
341,-21.606961239117528,-11.372220485341876,-9.814330926249161,-16.608009037376064,-11.298424802339365,-5.325783637199554,-6.826472107319077,-0.5059263821835108,-19.306619725810442,-6.502260284633956
129,2.035894377913343,-6.308841904118305,-7.154827029942988,9.868358803594841,-1.8622362806452653,-2.930892172389674,-1.218065378575987,0.23374880609514692,-0.2595881347311775,3.510477663599737
1256,86.9945769574311,80.93219597419983,49.941709259071246,27.12565108417728,-15.595554043055097,6.403176678986464,2.3478578848544167,4.019989435253201,-10.67204936011999,9.029060038973952
511,-7.845856601286104,-4.656816002271037,-5.141203099639398,-23.410239821832462,-21.339169945012223,1.6194226474491364,0.7368300589685953,-1.371812023237072,-16.99885537932921,6.013924074746516
415,-31.36785864820637,-18.622959845662407,-9.830277179574706,-18.64187548260949,-11.40822180754748,-4.063524720613597,1.7315522542010697,-1.4245344815251086,-1.327021146188724,3.7330911770808175
