feature,importance
NumValenceElectrons,0.32272823512473797
HeavyAtomCount,0.23047149946523904
LabuteASA,0.15474962145865534
Kappa1,0.101242762564878
NumRotatableBonds,0.07010014259808652
MolLogP,0.04910610175809665
NumHAcceptors,0.022243195114779617
FractionCSP3,0.018142188207954192
HeteroAtomFraction,0.015611780849754701
TPSA,0.015604472857817981
