feature_1,feature_2,model,n_samples_used,cv_mae_mean,cv_mae_std,cv_rmse_mean,cv_r2_mean
molecular_weight,rotatable_bonds,linear,734,43.54665093512604,4.200061666113412,67.09617221589725,0.9041919856319214
