model_type,stage,learning_rate,train_mae,validation_mae,test_mae
gradient_boosting,96,0.03,38.026828761841635,43.268701605855405,44.726474278104995
gradient_boosting,97,0.03,37.8339026196273,43.15554466886053,44.58069476382431
gradient_boosting,98,0.03,37.6626290825381,43.01665532840379,44.413890711967106
gradient_boosting,99,0.03,37.489464128847246,42.835592408277286,44.23702628932845
gradient_boosting,100,0.03,37.32957091560129,42.689824779716474,44.09892183221656
gradient_boosting,101,0.03,37.15245726595227,42.516564852820046,43.937194205617466
gradient_boosting,102,0.03,36.99230324331769,42.390461368658904,43.792142122668636
gradient_boosting,103,0.03,36.849646399851665,42.29027385729835,43.651873996301966
gradient_boosting,104,0.03,36.69451350773963,42.17665562202015,43.51058627946806
gradient_boosting,105,0.03,36.57487977113636,42.14407464339603,43.39591037079057
gradient_boosting,106,0.03,36.444907073520135,42.03861713507773,43.280314913448194
gradient_boosting,107,0.03,36.34589985451178,41.9786911560175,43.2203851777729
gradient_boosting,108,0.03,36.19237349171912,41.88433260782469,43.05430929976311
gradient_boosting,109,0.03,36.10879688070097,41.82793716808965,42.99397843873758
gradient_boosting,110,0.03,35.98590998657658,41.71494074315773,42.88930587700918
gradient_boosting,111,0.03,35.85292141276784,41.66372226715825,42.76963269971996
gradient_boosting,112,0.03,35.706637212426095,41.56402329952032,42.64588216310369
gradient_boosting,113,0.03,35.56344248801756,41.45011515911307,42.5196987104153
gradient_boosting,114,0.03,35.38974817808735,41.35475715895558,42.40275892959853
gradient_boosting,115,0.03,35.31276988679948,41.31331614153183,42.35510289728388
gradient_boosting,116,0.03,35.14522817203361,41.18262419298517,42.20778790702419
gradient_boosting,117,0.03,35.06499508058906,41.129983227857956,42.13990451612989
gradient_boosting,118,0.03,34.9932828956845,41.09095005203053,42.08395918282502
gradient_boosting,119,0.03,34.901861460969855,40.94823067272461,42.01393525689833
gradient_boosting,120,0.03,34.80056009414571,40.88787332234419,41.89702017047709
gradient_boosting,121,0.03,34.722374171806365,40.86471228636057,41.824275933080564
gradient_boosting,122,0.03,34.60821797715221,40.765750779566524,41.711656981601614
gradient_boosting,123,0.03,34.511924951197145,40.709526441469635,41.63513245654662
gradient_boosting,124,0.03,34.37534307157228,40.66572927796885,41.50458330322866
gradient_boosting,125,0.03,34.29670387643466,40.653030075443716,41.47583288815858
gradient_boosting,126,0.03,34.199852523819935,40.572709866026514,41.41659922339544
gradient_boosting,127,0.03,34.09498373530443,40.530127875260405,41.32288879008456
gradient_boosting,128,0.03,34.00664368071892,40.4605926216026,41.24377896918035
gradient_boosting,129,0.03,33.91798848221292,40.42820159441683,41.193589095298336
gradient_boosting,130,0.03,33.843410331277134,40.39683626693177,41.146141078023895
gradient_boosting,131,0.03,33.750688351348,40.34775325820066,41.10919243249152
gradient_boosting,132,0.03,33.72538221441194,40.37656554138843,41.10403991315788
gradient_boosting,133,0.03,33.64659022566475,40.35209466376186,41.01776130489757
gradient_boosting,134,0.03,33.55393511673005,40.294507713854244,40.944847286922425
gradient_boosting,135,0.03,33.530213208470585,40.323495091066945,40.95933284026841
gradient_boosting,136,0.03,33.46686784326935,40.322516621901485,40.93168890142776
