name,smiles,group,formula,molecular_weight,rotatable_bonds,heat_capacity,canonical_smiles
tributyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,Thermo_Experimental,C12H27O4P,266.318,12,379.38,CCCCOP(=O)(OCCCC)OCCCC
diallyl disulfide,C=CCSSCC=C,Thermo_Experimental,C6H10S2,146.28,5,212.73,C=CCSSCC=C
"2,6-dimethyl-2-heptanol",CC(C)CCCC(C)(C)O,Thermo_Experimental,C9H20O,144.258,4,296.51,CC(C)CCCC(C)(C)O
1-vinylazepan-2-one,C=CN1CCCCCC1=O,Thermo_Experimental,C8H13NO,139.198,1,249.71,C=CN1CCCCCC1=O
"1'-hydroxy-[1,1'-bicyclohexyl]-2-one",O=C1CCCCC1C1(O)CCCCC1,NIST_XML_SetB,C12H20O2,196.29,1,350.0,O=C1CCCCC1C1(O)CCCCC1
1-tetradecyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NIST_XML_SetB,C20H35F6N3O4S2,559.639,15,896.2,CCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
N-methylaniline,CNc1ccccc1,NIST_XML_SetB,C7H9N,107.155999999999,1,206.86,CNc1ccccc1
tetrabutylphosphonium L-lysinate,CCCC[P+](CCCC)(CCCC)CCCC.NCCCC[C@H](N)C(=O)[O-],NIST_XML_SetB,C22H49N2O2P,404.62,17,997.4,CCCC[P+](CCCC)(CCCC)CCCC.NCCCC[C@H](N)C(=O)[O-]
tetrabutylphosphonium L-threoninate,CCCC[P+](CCCC)(CCCC)CCCC.C[C@@H](O)[C@H](N)C(=O)[O-],NIST_XML_SetB,C20H44NO3P,377.55,14,961.3,CCCC[P+](CCCC)(CCCC)CCCC.C[C@@H](O)[C@H](N)C(=O)[O-]
1-methyl-3-propylimidazolium bromide,CCCn1cc[n+](C)c1.[Br-],NIST_XML_SetB,C7H13BrN2,205.099,2,280.8,CCCn1cc[n+](C)c1.[Br-]
2-chlorobenzeneamine,Nc1ccccc1Cl,NIST_XML_SetB,C6H6ClN,127.574,0,200.5,Nc1ccccc1Cl
"1,5-pentanediol",OCCCCCO,NIST_XML_SetB,C5H12O2,104.148999999999,4,232.49,OCCCCCO
"1,9-nonanediol",OCCCCCCCCCO,NIST_XML_SetB,C9H20O2,160.257,8,389.02,OCCCCCCCCCO
1-iodohexane,CCCCCCI,NIST_XML_SetB,C6H13I,212.074,4,217.79783103,CCCCCCI
2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)O.CNCCO,NIST_XML_SetB,C8H19NO3,177.243999999999,5,394.5,CCCCC(=O)O.CNCCO
3-hexyl-1-methylimidazolium acetate,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,NIST_XML_SetB,C12H22N2O2,226.32,5,446.98,CC(=O)[O-].CCCCCCn1cc[n+](C)c1
3-pentanol,CCC(O)CC,NIST_XML_SetB,C5H12O,88.1499999999999,2,254.6,CCC(O)CC
"(3,4-dimethoxyphenyl)acetonitrile",COc1ccc(CC#N)cc1OC,NIST_XML_SetB,C10H11NO2,177.203,3,350.5,COc1ccc(CC#N)cc1OC
N-methylformamide,CN=CO,NIST_XML_SetB,C2H5NO,59.068,0,123.92,CN=CO
"1,3,5-trimethylbenzene",Cc1cc(C)cc(C)c1,NIST_XML_SetB,C9H12,120.194999999999,0,207.425,Cc1cc(C)cc(C)c1
"1-butyl-2,3-dimethyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V)",CCCCn1cc[n+](C)c1C.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,NIST_XML_SetB,C15H17F18N2P,598.253,6,764.6,CCCCn1cc[n+](C)c1C.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
1-bromononane,CCCCCCCCCBr,NIST_XML_SetB,C9H19Br,207.155,7,308.303071428,CCCCCCCCCBr
"2,4-dimethyl-3-pentanol",CC(C)C(O)C(C)C,NIST_XML_SetB,C7H16O,116.203999999999,2,362.0,CC(C)C(O)C(C)C
1-butyl-3-cyanopyridinium bis(trifluoromethylsulfonyl)imide,CCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NIST_XML_SetB,C12H13F6N3O4S2,441.375,5,586.0,CCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
heptan-1-ol,CCCCCCCO,NIST_XML_SetB,C7H16O,116.204,5,276.6,CCCCCCCO
1-octyl-3-methylimidazolium trifluoromethanesulfonate,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,NIST_XML_SetB,C13H23F3N2O3S,344.399,7,588.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
propan-1-ol,CCCO,NIST_XML_SetB,C3H8O,60.096,1,144.3,CCCO
methyl nonadecanoate,CCCCCCCCCCCCCCCCCCC(=O)OC,NIST_XML_SetB,C20H40O2,312.538,17,691.61,CCCCCCCCCCCCCCCCCCC(=O)OC
1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,NIST_XML_SetB,C14H15F18N2P,584.226,6,696.9832865298,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
1-chloro-2-nitrobenzene,O=[N+]([O-])c1ccccc1Cl,NIST_XML_SetB,C6H4ClNO2,157.556,1,211.4,O=[N+]([O-])c1ccccc1Cl
1-butyl-3-pentylimidazolium bis((trifluoromethyl)sulfonyl)imide,CCCCCn1cc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NIST_XML_SetB,C14H23F6N3O4S2,475.477,9,687.34,CCCCCn1cc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
(diethylamino)ethanol,CCN(CC)CCO,NIST_XML_SetB,C6H15NO,117.192,4,281.8,CCN(CC)CCO
tetradecane,CCCCCCCCCCCCCC,NIST_XML_SetB,C14H30,198.393999999999,11,449.547208,CCCCCCCCCCCCCC
3-hexyl-1-methyl-1H-imidazolium bromide,CCCCCCn1cc[n+](C)c1.[Br-],NIST_XML_SetB,C10H19BrN2,247.18,5,344.0,CCCCCCn1cc[n+](C)c1.[Br-]
D-fructose,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO,NIST_XML_SetB,C6H12O6,180.155999999999,5,397.15,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
2-methoxy-4-(1E)-1-propen-1-yl-phenol,C/C=C/c1ccc(O)c(OC)c1,NIST_XML_SetB,C10H12O2,164.203999999999,2,326.92435028,C/C=C/c1ccc(O)c(OC)c1
"bis(2-ethylhexyl) 1,2-benzenedicarboxylate",CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,NIST_XML_SetB,C24H38O4,390.564,14,703.0,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
nonane,CCCCCCCCC,NIST_XML_SetB,C9H20,128.259,6,284.23,CCCCCCCCC
"1,2-butanediol",CCC(O)CO,NIST_XML_SetB,C4H10O2,90.1219999999999,2,230.94,CCC(O)CO
1-hexanamine,CCCCCCN,NIST_XML_SetB,C6H15N,101.193,4,250.98,CCCCCCN
(+)-3-carene,CC1=CC[C@@H]2[C@H](C1)C2(C)C,NIST_XML_SetB,C10H16,136.238,0,254.3,CC1=CC[C@@H]2[C@H](C1)C2(C)C
2-methylpyridine,Cc1ccccn1,NIST_XML_SetB,C6H7N,93.129,0,158.86,Cc1ccccn1
1-butyl-3-methylimidazolium acetate,CC(=O)[O-].CCCCn1cc[n+](C)c1,NIST_XML_SetB,C10H18N2O2,198.265999999999,3,383.2,CC(=O)[O-].CCCCn1cc[n+](C)c1
1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,CCCCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],NIST_XML_SetB,C13H26N2O6S,338.426,10,643.0,CCCCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-]
2-methylbenzaldehyde,Cc1ccccc1C=O,NIST_XML_SetB,C8H8O,120.150999999999,1,199.56669172,Cc1ccccc1C=O
"1-hexyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NIST_XML_SetB,C14H20F6N2O4S2,458.446,7,624.0,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
1-hexen-3-ol,C=CC(O)CCC,NIST_XML_SetB,C6H12O,100.160999999999,3,269.3,C=CC(O)CCC
propanoylferrocene,CCC(=O)[c-]1cccc1.[Fe+2].c1cc[cH-]c1,NIST_XML_SetB,C13H14FeO,242.099,2,347.6,CCC(=O)[c-]1cccc1.[Fe+2].c1cc[cH-]c1
1-ethyl-3-methylimidazolium methylsulfate,CCn1cc[n+](C)c1.COS(=O)(=O)[O-],NIST_XML_SetB,C7H14N2O4S,222.266,2,340.77,CCn1cc[n+](C)c1.COS(=O)(=O)[O-]
"trans-1,3,3,3-tetrafluoropropene",F/C=C/C(F)(F)F,NIST_XML_SetB,C3H2F4,114.041,0,99.54,F/C=C/C(F)(F)F
"4-(1,1-dimethylethyl)-1,1'-biphenyl",CC(C)(C)c1ccc(-c2ccccc2)cc1,NIST_XML_SetB,C16H18,210.319999999999,1,381.0,CC(C)(C)c1ccc(-c2ccccc2)cc1
"N,N-dibutyl-N-methyl-1-butanaminium L-threoninate",CCCC[N+](C)(CCCC)CCCC.C[C@@H](O)[C@H](N)C(=O)[O-],NIST_XML_SetB,C17H38N2O3,318.502,11,752.6,CCCC[N+](C)(CCCC)CCCC.C[C@@H](O)[C@H](N)C(=O)[O-]
1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NIST_XML_SetB,C9H13F6N3O4S2,405.342,4,534.9,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
1-ethylpyridinium triflate,CC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,NIST_XML_SetB,C8H10F3NO3S,257.232999999999,1,351.8,CC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F
cycloheptanone,O=C1CCCCCC1,NIST_XML_SetB,C7H12O,112.172,0,202.01,O=C1CCCCCC1
1-isobutyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)imide,Cc1ccc[n+](CC(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NIST_XML_SetB,C12H16F6N2O4S2,430.392,4,578.873123224,Cc1ccc[n+](CC(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
1-butyl-3-methylpyridinium tricyanomethanide,CCCC[n+]1cccc(C)c1.N#CC(=C=[N-])C#N,NIST_XML_SetB,C14H16N4,240.309999999999,3,468.0,CCCC[n+]1cccc(C)c1.N#CC(=C=[N-])C#N
tetrabutylphosphonium L-prolinate,CCCC[P+](CCCC)(CCCC)CCCC.O=C([O-])[C@@H]1CCCN1,NIST_XML_SetB,C21H44NO2P,373.562,13,844.2,CCCC[P+](CCCC)(CCCC)CCCC.O=C([O-])[C@@H]1CCCN1
"(2,2-dimethylpropyl)benzene",CC(C)(C)Cc1ccccc1,NIST_XML_SetB,C11H16,148.248999999999,1,271.9,CC(C)(C)Cc1ccccc1
3-cyclohexyl-1-propanol,OCCCC1CCCCC1,NIST_XML_SetB,C9H18O,142.242,3,293.5,OCCCC1CCCCC1
1-chlorooctane,CCCCCCCCCl,NIST_XML_SetB,C8H17Cl,148.677,6,275.61,CCCCCCCCCl
2-(1-methylethyl)phenol,CC(C)c1ccccc1O,NIST_XML_SetB,C9H12O,136.194,1,281.9153286,CC(C)c1ccccc1O
"2,2-dimethyl-3-methylenebicyclo[2.2.1]heptane",C=C1C2CCC(C2)C1(C)C,NIST_XML_SetB,C10H16,136.237999999999,0,251.5,C=C1C2CCC(C2)C1(C)C
acetone,CC(C)=O,NIST_XML_SetB,C3H6O,58.08,0,120.73,CC(C)=O
(D6)-2-propanone,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],NIST_XML_SetB,C3H6O,64.1166106679999,0,133.6,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H]
"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate",CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)C(F)F,NIST_XML_SetB,C8H12F4N2O3S,292.253999999999,3,483.0,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)C(F)F
"1,2-dimethylbenzene",Cc1ccccc1C,NIST_XML_SetB,C8H10,106.167999999999,0,187.282,Cc1ccccc1C
dipropylene glycol monomethyl ether,COC(C)COC(C)CO,NIST_XML_SetB,C7H16O3,148.201999999999,5,328.5,COC(C)COC(C)CO
1-ethyl-3-methylimidazolium tetrafluoroborate,CCn1cc[n+](C)c1.F[B-](F)(F)F,NIST_XML_SetB,C6H11BF4N2,197.971999999999,1,305.12,CCn1cc[n+](C)c1.F[B-](F)(F)F
"3-cyano-1-hexylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NIST_XML_SetB,C14H17F6N3O4S2,469.429,7,658.0,CCCCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
"1,3-dimethyladamantane",CC12CC3CC(C1)CC(C)(C3)C2,NIST_XML_SetB,C12H20,164.292,0,258.31,CC12CC3CC(C1)CC(C)(C3)C2
1-bromopropane,CCCBr,NIST_XML_SetB,C3H7Br,122.993,1,133.64,CCCBr
trimethyl phosphite,COP(OC)OC,NIST_XML_SetB,C3H9O3P,124.076,3,176.6463192477,COP(OC)OC
D-sucrose,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,NIST_XML_SetB,C12H22O11,342.297,5,746.98,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
(-)-verbenone,CC1=CC(=O)[C@H]2C[C@@H]1C2(C)C,NIST_XML_SetB,C10H14O,150.220999999999,0,270.55259348,CC1=CC(=O)[C@H]2C[C@@H]1C2(C)C
ferrocene,[CH]1C=CC=C1.[CH]1C=CC=C1.[Fe],NIST_XML_SetB,C10H10Fe,186.034999999999,0,166.65,[CH]1C=CC=C1.[CH]1C=CC=C1.[Fe]
"1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluorobutane",CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,NIST_XML_SetB,C6H5F9O,264.086999999999,4,365.4990774592,CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"3,3-bis(4-methoxy-3-methylphenyl)-1(3H)-isobenzofuranone",COc1ccc(C2(c3ccc(OC)c(C)c3)OC(=O)c3ccccc32)cc1C,NIST_XML_SetB,C24H22O4,374.436,4,622.32,COc1ccc(C2(c3ccc(OC)c(C)c3)OC(=O)c3ccccc32)cc1C
tetrahydropyran,C1CCOCC1,NIST_XML_SetB,C5H10O,86.134,0,147.9,C1CCOCC1
decane,CCCCCCCCCC,NIST_XML_SetB,C10H22,142.286,7,313.58,CCCCCCCCCC
2-(2-propoxyethoxy)ethanol,CCCOCCOCCO,NIST_XML_SetB,C7H16O3,148.202,7,329.4,CCCOCCOCCO
"1,8-dibromooctane",BrCCCCCCCCBr,NIST_XML_SetB,C8H16Br2,272.024,7,306.23,BrCCCCCCCCBr
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NIST_XML_SetB,C10H18F6N2O4S2,408.386,4,554.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
"1,2-propanediol",CC(O)CO,NIST_XML_SetB,C3H8O2,76.095,1,191.71,CC(O)CO
"(S)-4'-(2-methylbutyl)-[1,1'-biphenyl]-4-carbonitrile",CC[C@H](C)Cc1ccc(-c2ccc(C#N)cc2)cc1,NIST_XML_SetB,C18H19N,249.356999999999,4,427.81,CC[C@H](C)Cc1ccc(-c2ccc(C#N)cc2)cc1
tetradecyl(trihexyl)phosphonium dicyanamide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,NIST_XML_SetB,C34H68N3P,549.913,28,1060.2,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N
1-pentanamine,CCCCCN,NIST_XML_SetB,C5H13N,87.166,3,221.7,CCCCCN
ethyl phenylacetate,CCOC(=O)Cc1ccccc1,NIST_XML_SetB,C10H12O2,164.203999999999,3,288.82969972,CCOC(=O)Cc1ccccc1
"1,2,3-propanetriyl tri(tetradecanoate)",CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,NIST_XML_SetB,C45H86O6,723.177,41,1547.0,CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC
"1-hexyl-3,5-dimethylpyridinium bis(trifluoromethylsulfonyl)imide",CCCCCC[n+]1cc(C)cc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NIST_XML_SetB,C15H22F6N2O4S2,472.473,7,620.0,CCCCCC[n+]1cc(C)cc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
1-phenyl-1-propanol,CCC(O)c1ccccc1,NIST_XML_SetB,C9H12O,136.194,2,279.60008194,CCC(O)c1ccccc1
1-chloroheptane,CCCCCCCCl,NIST_XML_SetB,C7H15Cl,134.65,5,246.05,CCCCCCCCl
1-ethyl-3-methylimidazolium methyl phosphonate,CCn1cc[n+](C)c1.CO[PH](=O)[O-],NIST_XML_SetB,C7H15N2O3P,206.182,2,354.62863852,CCn1cc[n+](C)c1.CO[PH](=O)[O-]
5-nonanol,CCCCC(O)CCCC,NIST_XML_SetB,C9H20O,144.258,6,370.734065,CCCCC(O)CCCC
1-benzyl-3-methyl-1H-imidazolium chloride,C[n+]1ccn(Cc2ccccc2)c1.[Cl-],NIST_XML_SetB,C11H13ClN2,208.692,2,338.42787007,C[n+]1ccn(Cc2ccccc2)c1.[Cl-]
3-anilinopropanenitrile,N#CCCNc1ccccc1,NIST_XML_SetB,C9H10N2,146.192999999999,3,242.0,N#CCCNc1ccccc1
cyclooctanol,OC1CCCCCCC1,NIST_XML_SetB,C8H16O,128.215,0,295.6,OC1CCCCCCC1
1-butyl-3-methylimidazolium chloride,CCCCn1cc[n+](C)c1.[Cl-],NIST_XML_SetB,C8H15ClN2,174.674999999999,3,322.7,CCCCn1cc[n+](C)c1.[Cl-]
"1,2-hexanediol",CCCCC(O)CO,NIST_XML_SetB,C6H14O2,118.175999999999,4,293.095,CCCCC(O)CO
4-methylpyridine,Cc1ccncc1,NIST_XML_SetB,C6H7N,93.129,0,158.52,Cc1ccncc1
methyl hexadecanoate,CCCCCCCCCCCCCCCC(=O)OC,NIST_XML_SetB,C17H34O2,270.456999999999,14,570.55,CCCCCCCCCCCCCCCC(=O)OC
2-octylisoquinolinium thiocyanate,CCCCCCCC[n+]1ccc2ccccc2c1.N#C[S-],NIST_XML_SetB,C18H24N2S,300.471,7,522.0,CCCCCCCC[n+]1ccc2ccccc2c1.N#C[S-]
1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,NIST_XML_SetB,C9H15F3N2O3S,288.290999999999,3,427.7,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
1-octyl-3-methylpydridinium bis(trifluoromethylsulfonyl)imide,CCCCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NIST_XML_SetB,C16H24F6N2O4S2,486.5,9,669.0,CCCCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
"N,N-dimethylethanamide",CC(=O)N(C)C,NIST_XML_SetB,C4H9NO,87.122,0,172.7,CC(=O)N(C)C
4-methylbenzaldehyde,Cc1ccc(C=O)cc1,NIST_XML_SetB,C8H8O,120.150999999999,1,204.252484,Cc1ccc(C=O)cc1
1-butyl-3-methylpyridinium dicyanamide,CCCC[n+]1cccc(C)c1.N#C[N-]C#N,NIST_XML_SetB,C12H16N4,216.287999999999,3,367.68008,CCCC[n+]1cccc(C)c1.N#C[N-]C#N
1-methyl-3-octyl-1H-imidazol-3-ium L-serinate,CCCCCCCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],NIST_XML_SetB,C15H29N3O3,299.415,9,599.21,CCCCCCCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-]
1-butyl-3-methylimidazolium tetrachloroferrate,CCCCn1cc[n+](C)c1.[Cl-].[Cl-].[Cl-].[Cl-].[Fe+3],NIST_XML_SetB,C8H15Cl4FeN2,336.879,3,436.39,CCCCn1cc[n+](C)c1.[Cl-].[Cl-].[Cl-].[Cl-].[Fe+3]
"1,3-thiazole",c1cscn1,NIST_XML_SetB,C3H3NS,85.131,0,122.1,c1cscn1
"1,6-dihydroxynaphthalene",Oc1ccc2c(O)cccc2c1,NIST_XML_SetB,C10H8O2,160.172,0,311.2,Oc1ccc2c(O)cccc2c1
1-(2-methoxyethyl)-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,COCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,NIST_XML_SetB,C14H18F18NOP,589.242,6,732.6,COCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,NIST_XML_SetB,C6H2Cl4,215.894,0,225.17,Clc1ccc(Cl)c(Cl)c1Cl
"1,3-benzenediol",Oc1cccc(O)c1,NIST_XML_SetB,C6H6O2,110.111999999999,0,237.2,Oc1cccc(O)c1
trihexyltetradecylphosphonium tetrachloroferrate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-].[Cl-].[Cl-].[Cl-].[Fe+3],NIST_XML_SetB,C32H68Cl4FeP,681.527,28,1341.8,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-].[Cl-].[Cl-].[Cl-].[Fe+3]
"(E)-3,7-dimethyl-2,6-octadien-1-ol",CC(C)=CCC/C(C)=C/CO,NIST_XML_SetB,C10H18O,154.253,4,346.1,CC(C)=CCC/C(C)=C/CO
ethyl levulinate,CCOC(=O)CCC(C)=O,NIST_XML_SetB,C7H12O3,144.17,4,275.21743742,CCOC(=O)CCC(C)=O
2-nitrobenzenesulfonamide,NS(=O)(=O)c1ccccc1[N+](=O)[O-],NIST_XML_SetB,C6H6N2O4S,202.191,2,179.539696962708,NS(=O)(=O)c1ccccc1[N+](=O)[O-]
1-heptadecanol,CCCCCCCCCCCCCCCCCO,NIST_XML_SetB,C17H36O,256.473999999999,15,653.8,CCCCCCCCCCCCCCCCCO
1-octyl-3-methylimidazolium hexafluorophosphate,CCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,NIST_XML_SetB,C12H23F6N2P,340.292,7,577.4698902994,CCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
(S)-2-pinene,CC1=CC[C@H]2C[C@@H]1C2(C)C,NIST_XML_SetB,C10H16,136.238,0,253.0921624,CC1=CC[C@H]2C[C@@H]1C2(C)C
"1,3-dimethylimidazolium dimethylphosphate",COP(=O)([O-])OC.Cn1cc[n+](C)c1,NIST_XML_SetB,C7H15N2O4P,222.180999999999,2,282.833664593,COP(=O)([O-])OC.Cn1cc[n+](C)c1
"2,5-dimethylfuran",Cc1ccc(C)o1,NIST_XML_SetB,C6H8O,96.129,0,170.625638,Cc1ccc(C)o1
"1,4-diphenyl-2,3-dithiabutane",c1ccc(CSSCc2ccccc2)cc1,NIST_XML_SetB,C14H14S2,246.399999999999,5,1138.3,c1ccc(CSSCc2ccccc2)cc1
"1,2,4-trimethylbenzene",Cc1ccc(C)c(C)c1,NIST_XML_SetB,C9H12,120.194999999999,0,213.024,Cc1ccc(C)c(C)c1
N-methyl-2-hydroxyethylammonium butanoate,CCCC(=O)O.CNCCO,NIST_XML_SetB,C7H17NO3,163.216999999999,4,359.6,CCCC(=O)O.CNCCO
1-ethyl-3-methylimidazolium bromide,CCn1cc[n+](C)c1.[Br-],NIST_XML_SetB,C6H11BrN2,191.072,1,265.337548074,CCn1cc[n+](C)c1.[Br-]
1-methyl-3-octylimidazolium tetrafluoroborate,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,NIST_XML_SetB,C12H23BF4N2,282.134,7,497.8,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F
ethyl 2-hydroxybenzoate,CCOC(=O)c1ccccc1O,NIST_XML_SetB,C9H10O3,166.176,2,283.07,CCOC(=O)c1ccccc1O
3-nonanol,CCCCCCC(O)CC,NIST_XML_SetB,C9H20O,144.258,6,373.619155,CCCCCCC(O)CC
2-(2-hexyloxyethoxy)ethanol,CCCCCCOCCOCCO,NIST_XML_SetB,C10H22O3,190.283,10,421.0,CCCCCCOCCOCCO
2-(chloromethylthio)benzothiazole,ClCSc1nc2ccccc2s1,NIST_XML_SetB,C8H6ClNS2,215.73,2,328.2,ClCSc1nc2ccccc2s1
chloroform-d,[2H]C(Cl)(Cl)Cl,NIST_XML_SetB,CHCl3,120.384101778,0,111.98,[2H]C(Cl)(Cl)Cl
trichloromethane,ClC(Cl)Cl,NIST_XML_SetB,CHCl3,119.378,0,110.74,ClC(Cl)Cl
trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,NIST_XML_SetB,C38H68F18P2,928.874000000001,31,1539.1,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
1-(1-methylethyl)-4-methylbenzene,Cc1ccc(C(C)C)cc1,NIST_XML_SetB,C10H14,134.221999999999,1,240.3,Cc1ccc(C(C)C)cc1
