n_rows,n_unique_compounds,n_features,cv_type,n_splits,mae_oof,rmse_oof,r2_oof,sample_weighting_enabled,split_train_rows,split_val_rows,split_test_rows,split_train_unique_compounds,split_val_unique_compounds,split_test_unique_compounds,split_train_size_requested,split_val_size_requested,split_test_size_requested,train_n,train_mae,train_rmse,train_r2,validation_n,validation_mae,validation_rmse,validation_r2,test_n,test_mae,test_rmse,test_r2,refit_final_on,n_final_fit_rows,n_final_fit_unique_compounds,model_path
2047,1830,25,GroupKFold,5,34.35400538291022,65.36410983581084,0.9284149181512017,False,1234,400,413,1098,366,366,0.6,0.2,0.2,1234,17.43113961366771,29.558539411775882,0.9854437880089387,400,37.4722984706244,65.73971214569796,0.9129164044903136,413,37.28690020614166,78.33426333852087,0.9102899381720109,full,2047,1830,output/final_model_sweep_compact/trial_003_rf_selected_depth20_leaf1/models/cp_regressor.joblib
