feature_1,feature_2,model,n_samples_used,cv_mae_mean,cv_mae_std,cv_rmse_mean,cv_r2_mean
molecular_weight,rotatable_bonds,linear,784,46.63124931936837,4.156329988304463,78.01434264668148,0.8882203224651818
molecular_weight,rotatable_bonds,ridge,784,46.63170643530754,4.151603687204573,78.01397079091396,0.8882340102060744
molecular_weight,rotatable_bonds,elasticnet,784,46.64396407891345,4.137695401083318,78.01822374936155,0.8882650135223392
molecular_weight,rotatable_bonds,gbr,784,48.769848727426826,4.689440363446213,83.62809159997367,0.8719911443510076
molecular_weight,rotatable_bonds,rf,784,51.330230697285295,4.829941197887225,89.2108296522157,0.8548443895888639
molecular_weight,rotatable_bonds,svr,784,64.78138105100348,8.556454722189278,134.38250408375833,0.6798381903497984
