chemical_compound_name,formula,Cp_298_J_per_molK,smiles,pubchem_cid,pubchem_matched_name,n_methods,methods,row_count
2-methyl-1-pentene,C6H12,127.039,C=C(C)CCC,12986.0,2-methylpent-1-ene,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
2-methyl-1-propanamine,C4H11N,112.932,CC(C)CN,6558.0,2-methylpropan-1-amine,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
2-methyl-1-propanol,C4H10O,109.597,CC(C)CO,6560.0,2-methylpropan-1-ol,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
2-methyl-1-propen-1-one,C4H6O,92.496,CC(C)=C=O,136395.0,2-methylprop-1-en-1-one,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
2-methyl-2-butene,C5H10,109.401,CC=C(C)C,10553.0,2-methylbut-2-ene,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
2-methyl-2-pentene,C6H12,129.56,CCC=C(C)C,12243.0,2-methylpent-2-ene,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
2-methyl-2-propanamine,C4H11N,116.998,CC(C)(C)N,6385.0,2-methylpropan-2-amine,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
2-methyl-3-pentanone,C6H12O,143.173,CCC(=O)C(C)C,11265.0,2-methylpentan-3-one,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
"2-methyl-8,9,10-trinorborn-2-ene",C8H12,128.556,,,,1,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,1
2-methylaniline,C7H9N,131.745,Cc1ccccc1N,7242.0,2-methylaniline,1,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,1
2-methylbutan-2-ol,C5H12O,135.054,CCC(C)(C)O,6405.0,2-methylbutan-2-ol,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
2-methylbutanal,C5H10O,119.405,CCC(C)C=O,7284.0,2-methylbutanal,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
2-methylbutane,C5H12,114.818,CCC(C)C,6556.0,2-methylbutane,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
2-methylhexane,C7H16,155.908,CCCCC(C)C,11582.0,2-methylhexane,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
2-methylmaleic anhydride,C5H4O3,111.985,CC1=CC(=O)OC1=O,12012.0,"3-methylfuran-2,5-dione",1,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,1
2-methylpentane,C6H14,135.363,CCCC(C)C,7892.0,2-methylpentane,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
2-methylphenol,C7H8O,126.9,Cc1ccccc1O,335.0,2-methylphenol,1,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,1
2-methylpropan-2-ol,C4H10O,114.263,CC(C)(C)O,6386.0,2-methylpropan-2-ol,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
2-methylpropane,C4H10,94.045,CC(C)C,6360.0,2-methylpropane,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
2-methylpropanenitrile,C4H7N,94.755,CC(C)C#N,6559.0,2-methylpropanenitrile,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
2-methylpropene,C4H8,86.177,C=C(C)C,8255.0,2-methylprop-1-ene,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
2-methylpropyl ethanoate,C6H12O2,155.42,CC(=O)OCC(C)C,8038.0,2-methylpropyl acetate,1,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,1
2-methylpropyl methanoate,C5H10O2,130.524,,,,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
2-methylpyridine,C6H7N,102.863,Cc1ccccn1,7975.0,2-methylpyridine,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
2-nitropropane,C3H7NO2,105.426,CC(C)[N+](=O)[O-],398.0,2-nitropropane,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
2-oxetanone,C3H4O2,69.885,O=C1CCO1,2365.0,oxetan-2-one,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
2-pentyne,C5H8,101.458,CC#CCC,12310.0,pent-2-yne,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
2-propanamine,C3H9N,92.13,CC(C)N,6363.0,propan-2-amine,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
2-propenol,C3H6O,77.757,C=CCO,7858.0,prop-2-en-1-ol,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
2-pyrrolidinone,C4H7NO,92.271,O=C1CCCN1,12025.0,pyrrolidin-2-one,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
2-tetrahydrofurylmethanol,C5H10O2,118.268,,,,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
"3,3-dimethyl-1-butene",C6H12,131.239,C=CC(C)(C)C,11210.0,"3,3-dimethylbut-1-ene",1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
"3,3-dimethyl-2-butanone",C6H12O,147.657,CC(=O)C(C)(C)C,6416.0,"3,3-dimethylbutan-2-one",1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
"3,3-dimethylhexane",C8H18,181.119,CCCC(C)(C)CC,11233.0,"3,3-dimethylhexane",1,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,1
"3,3-dimethylpentane",C7H16,160.32,CCC(C)(C)CC,11229.0,"3,3-dimethylpentane",1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
"3,4-dimethylhexane",C8H18,179.5435,CCC(C)C(C)CC,11412.0,"3,4-dimethylhexane",1,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,2
3-butenenitrile,C4H5N,84.109,C=CCC#N,8009.0,but-3-enenitrile,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
3-cyanopyridine,C6H4N2,102.482,N#Cc1cccnc1,79.0,pyridine-3-carbonitrile,1,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,1
3-ethyl-1-pentene,C7H14,148.473,C=CC(CC)CC,19951.0,3-ethylpent-1-ene,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
3-ethyl-2-methylpentane,C8H18,179.121,CCC(CC)C(C)C,11863.0,3-ethyl-2-methylpentane,1,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,1
3-ethylpentane,C7H16,156.008,CCC(CC)CC,12048.0,3-ethylpentane,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
3-hexanone,C6H12O,140.887,CCCC(=O)CC,11509.0,hexan-3-one,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
"3-methyl-1,2-butadiene",C5H8,102.409,C=C=C(C)C,11714.0,"3-methylbuta-1,2-diene",1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
3-methyl-1-butene,C5H10,106.622,C=CC(C)C,11239.0,3-methylbut-1-ene,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
3-methyl-1-butyne,C5H8,102.963,C#CC(C)C,69019.0,3-methylbut-1-yne,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
3-methyl-1-hexene,C7H14,148.096,C=CC(C)CCC,18848.0,3-methylhex-1-ene,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
3-methyl-1-pentene,C6H12,127.548,C=CC(C)CC,12969.0,3-methylpent-1-ene,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
"3-methyl-2,4-dioxapentane",C4H10O2,121.531,COC(C)OC,10795.0,"1,1-dimethoxyethane",1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
3-methyl-2-butanol,C5H12O,133.098,CC(C)C(C)O,11732.0,3-methylbutan-2-ol,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
3-methyl-2-butanone,C5H10O,122.776,CC(=O)C(C)C,11251.0,3-methylbutan-2-one,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
3-methyl-2-pentanone,C6H12O,143.48,CCC(C)C(C)=O,11262.0,3-methylpentan-2-one,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
3-methyl-3-pentanol,C6H14O,155.862,CCC(C)(O)CC,6493.0,3-methylpentan-3-ol,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
3-methylbutan-1-ol,C5H12O,129.903,CC(C)CCO,31260.0,3-methylbutan-1-ol,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
3-methylbutanal,C5H10O,119.236,CC(C)CC=O,11552.0,3-methylbutanal,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
3-methylbutanoic acid,C5H10O2,132.803,CC(C)CC(=O)O,10430.0,3-methylbutanoic acid,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
3-methylcyclopentene,C6H10,104.61,CC1C=CCC1,14263.0,3-methylcyclopentene,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
3-methylhexane,C7H16,156.149,CCCC(C)CC,11507.0,3-methylhexane,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
3-methylpentane,C6H14,135.581,CCC(C)CC,7282.0,3-methylpentane,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
3-methylphenol,C7H8O,127.226,Cc1cccc(O)c1,342.0,3-methylphenol,1,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,1
3-methylpyridine,C6H7N,102.614,Cc1cccnc1,7970.0,3-methylpyridine,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
3-pentanol,C5H12O,130.63,CCC(O)CC,11428.0,pentan-3-ol,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
4-ethenylcyclohexene,C8H12,136.419,C=CC1CC=CCC1,7499.0,4-ethenylcyclohexene,1,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,1
4-methyl-1-hexene,C7H14,148.016,C=CCC(C)CC,19589.0,4-methylhex-1-ene,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
4-methyl-2-pentanol,C6H14O,153.609,CC(C)CC(C)O,7910.0,4-methylpentan-2-ol,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
4-methylene-2-oxetanone,C4H4O2,87.026,C=C1CC(=O)O1,12661.0,4-methylideneoxetan-2-one,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
4-methylpentan-2-one,C6H12O,143.394,CC(=O)CC(C)C,7909.0,4-methylpentan-2-one,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
4-methylphenol,C7H8O,127.252,Cc1ccc(O)cc1,2879.0,4-methylphenol,1,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,1
4-methylpyridine,C6H7N,102.518,Cc1ccncc1,7963.0,4-methylpyridine,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
"N,N-diethylhydroxylamine",C4H11NO,127.66,CCN(O)CC,19463.0,"N,N-diethylhydroxylamine",1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
"N,N-dimethylethanamide",C4H9NO,117.589,CC(=O)N(C)C,31374.0,"N,N-dimethylacetamide",1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
N-methylaniline,C7H9N,127.463,CNc1ccccc1,7515.0,N-methylaniline,1,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,1
N-methylpyrrole,C5H7N,94.004,Cn1cccc1,7304.0,1-methylpyrrole,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
N-methylpyrrolidone,C5H9NO,114.257,CN1CCCC1=O,13387.0,1-methylpyrrolidin-2-one,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
acetic acid,C2H4O2,68.864,CC(=O)O,176.0,acetic acid,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
acetone,C3H6O,79.632,CC(C)=O,180.0,propan-2-one,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
acetonitrile,C2H3N,51.895,CC#N,6342.0,acetonitrile,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
acrylonitrile,C3H3N,63.265,C=CC#N,7855.0,prop-2-enenitrile,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
ammonia,H3N,35.164,N,222.0,azane,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
aniline,C6H7N,107.421,Nc1ccccc1,6115.0,aniline,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
anisole,C7H8O,120.688,COc1ccccc1,7519.0,anisole,1,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,1
azacyclopropane,C2H5N,50.878,C1CN1,9033.0,aziridine,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
benzaldehyde,C7H6O,109.894,O=Cc1ccccc1,240.0,benzaldehyde,1,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,1
benzene,C6H6,81.815,c1ccccc1,241.0,benzene,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
benzonitrile,C7H5N,106.795,N#Cc1ccccc1,7505.0,benzonitrile,1,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,1
benzylamine,C7H9N,125.254,NCc1ccccc1,7504.0,phenylmethanamine,1,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,1
bicyclo[2.2.1]hept-2-ene,C7H10,103.747,C1=CC2CCC1C2.C1=CC2CCC1C2,140987868.0,bicyclo[2.2.1]hept-2-ene,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
bicyclo[2.2.1]heptane,C7H12,109.679,C1CC2CCC1C2,9233.0,bicyclo[2.2.1]heptane,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
bicyclo[2.2.2]octane,C8H14,128.706,C1CC2CCC1CC2,9235.0,bicyclo[2.2.2]octane,1,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,1
butan-1-ol,C4H10O,106.733,CCCCO,263.0,butan-1-ol,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
butan-2-ol,C4H10O,109.848,CCC(C)O,6568.0,butan-2-ol,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
butane,C4H10,91.679,CCCC,7843.0,butane,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
butanedinitrile,C4H4N2,93.029,N#CCCC#N,8062.0,butanedinitrile,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
butanoic acid,C4H8O2,109.568,CCCC(=O)O,264.0,butanoic acid,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
butanone,C4H8O,100.022,CCC(C)=O,6569.0,butan-2-one,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
butyl ethyl ether,C6H14O,146.211,CCCCOCC,12355.0,1-ethoxybutane,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
butyl methanoate,C5H10O2,127.709,CCCCOC=O,11614.0,butyl formate,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
butyl methyl ether,C5H12O,125.197,CCCCOC,12338.0,1-methoxybutane,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
carbon dioxide,CO2,37.111,O=C=O,280.0,carbon dioxide,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
carbon monoxide,CO,29.125,[C-]#[O+],281.0,carbon monoxide,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
"cis-1,2-dimethylcyclohexane",C8H16,153.139,C[C@@H]1CCCC[C@@H]1C,16628.0,"cis-(1S,2R)-1,2-dimethylcyclohexane",1,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,1
"cis-1,3-dimethylcyclohexane",C8H16,153.804,C[C@@H]1CCC[C@H](C)C1,252361.0,"cis-(1R,3S)-1,3-dimethylcyclohexane",1,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,1
"cis-1,4-butenedioic acid",C4H4O4,117.076,,,,1,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,1
"cis-1,4-dimethylcyclohexane",C8H16,153.334,CC1CCC(C)CC1,11523.0,"1,4-dimethylcyclohexane",1,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,1
cis-2-butenedinitrile,C4H2N2,85.258,,,,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
cyclobutane,C4H8,70.918,C1CCC1,9250.0,cyclobutane,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
cycloheptene,C7H12,120.416,C1=CCCCCC1,12363.0,cycloheptene,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
cyclohexane,C6H12,105.767,C1CCCCC1,8078.0,cyclohexane,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
cyclohexanol,C6H12O,124.649,OC1CCCCC1,7966.0,cyclohexanol,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
cyclohexanone,C6H10O,113.996,O=C1CCCCC1,7967.0,cyclohexanone,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
cyclohexene,C6H10,99.809,C1=CCCCC1,8079.0,cyclohexene,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
cyclohexylamine,C6H13N,127.919,NC1CCCCC1,7965.0,cyclohexanamine,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
cyclooctane,C8H16,146.863,C1CCCCCCC1,9266.0,cyclooctane,1,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,1
cyclopentanamine,C5H11N,109.495,NC1CCCC1,2906.0,cyclopentanamine,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
cyclopentane,C5H10,87.569,C1CCCC1,9253.0,cyclopentane,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
cyclopentanol,C5H10O,105.962,OC1CCCC1,7298.0,cyclopentanol,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
cyclopentanone,C5H8O,96.122,O=C1CCCC1,8452.0,cyclopentanone,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
cyclopentene,C5H8,80.95,C1=CCCC1,8882.0,cyclopentene,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
cyclopropanamine,C3H7N,76.35,NC1CC1,69828.0,cyclopropanamine,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
cyclopropane,C3H6,55.367,C1CC1,6351.0,cyclopropane,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
cyclopropanecarbonitrile,C4H5N,78.47,N#CC1CC1,79637.0,cyclopropanecarbonitrile,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
cyclopropanecarboxylic acid,C4H6O2,95.589,O=C(O)C1CC1,15655.0,cyclopropanecarboxylic acid,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
diethoxymethane,C5H12O2,138.445,CCOCOCC,10024.0,ethoxymethoxyethane,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
diethyl ether,C4H10O,105.31,CCOCC,3283.0,ethoxyethane,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
diethylamine,C4H11N,109.092,CCNCC,8021.0,N-ethylethanamine,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
diiodomethane,CH2I2,57.778,ICI,6346.0,diiodomethane,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
diisopropyl ether,C6H14O,153.09,CC(C)OC(C)C,7914.0,2-propan-2-yloxypropane,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
dimethoxymethane,C3H8O2,96.786,COCOC,8020.0,dimethoxymethane,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
dimethyl carbonate,C3H6O3,102.179,COC(=O)OC,12021.0,dimethyl carbonate,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
dimethyl ether,C2H6O,63.333,COC,8254.0,methoxymethane,1,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,1
