model_type,n_estimators,train_mae,train_rmse,train_r2,validation_mae,validation_rmse,validation_r2,test_mae,test_rmse,test_r2
random_forest,50,22.33095901756967,39.955816606188115,0.9734023998120624,37.03448028304564,62.43584701389006,0.9214495330142856,38.40538435438249,78.30775307250967,0.9103506481365699
random_forest,100,22.11372106504798,41.037572786277956,0.9719427072673265,36.49438161477006,60.94780831347688,0.9251491146450262,38.70241091330405,80.9619301370239,0.9041704750712769
random_forest,200,22.05192174784183,40.44925660727505,0.9727414016742033,36.46830119325172,60.576473953007365,0.9260584183442155,38.052455821903855,79.50250256063248,0.9075942007637924
random_forest,400,22.039046082440237,40.58679429633487,0.9725557142795238,36.53280988376282,60.86190565745171,0.9253599625407507,37.97602052952918,78.98754216711423,0.9087874013132335
random_forest,800,22.06706204921537,40.545308943524894,0.972611789366231,36.66312756374632,61.06238500744422,0.9248674235242408,38.230219598270274,80.38736919347309,0.9055257918456012
