rows,unique_compounds,unique_inchikeys,phases,phase_coarse,csv_path,xlsx_path
1362,1259,1259,5,4,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/output/derived_datasets/cp_master_298K_window.csv,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/4.export_data_from_NIST_new3/output/derived_datasets/cp_master_298K_window.xlsx
