structure_key,name,smiles,formula,primary_inchikey,n_rows,available_phases,available_phase_coarse,temperature_min_K,temperature_max_K,pressure_min_kPa,pressure_max_kPa,cp_min,cp_max,cp_mean,cp_median
inchikey::DFVKPOAVMQSZGF-UHFFFAOYSA-N,"3,3-bis(4-methoxy-3-methylphenyl)-1(3H)-isobenzofuranone",COc1ccc(C2(c3ccc(OC)c(C)c3)OC(=O)c3ccccc32)cc1C,C24H22O4,DFVKPOAVMQSZGF-UHFFFAOYSA-N,3,glass|liquid|solid,liquid|other|solid,297.4,316.23,101.325,101.325,449.56,622.32,514.2633333333333,470.91
inchikey::WONIGEXYPVIKFS-YIZRAAEISA-N,(-)-cis-verbenol,CC1=C[C@H](O)[C@H]2C[C@@H]1C2(C)C,C10H16O,WONIGEXYPVIKFS-YIZRAAEISA-N,2,gas|solid,gas|solid,298.15,298.15,100.0,101.325,208.2772731,233.55323758,220.91525534,220.91525534
inchikey::DCSCXTJOXBUFGB-JGVFFNPUSA-N,(-)-verbenone,CC1=CC(=O)[C@H]2C[C@@H]1C2(C)C,C10H14O,DCSCXTJOXBUFGB-JGVFFNPUSA-N,2,gas|liquid,gas|liquid,298.15,298.15,100.0,101.325,193.81010922,270.55259348,232.18135135,232.18135135
inchikey::WTARULDDTDQWMU-IUCAKERBSA-N,"(1S,5S)-6,6-dimethyl-2-methylenebicyclo[3.1.1]heptane",C=C1CC[C@H]2C[C@@H]1C2(C)C,C10H16,WTARULDDTDQWMU-IUCAKERBSA-N,2,gas|liquid,gas|liquid,298.15,298.9,100.0,101.325,183.58332096,243.36430274,213.47381185,213.47381185
inchikey::GRWFGVWFFZKLTI-IUCAKERBSA-N,(S)-2-pinene,CC1=CC[C@H]2C[C@@H]1C2(C)C,C10H16,GRWFGVWFFZKLTI-IUCAKERBSA-N,2,gas|liquid,gas|liquid,298.15,298.9,100.0,101.325,186.6596719,253.0921624,219.87591715000002,219.87591715000002
inchikey::DNJQGRFZQMOYGM-AWEZNQCLSA-N,"(S)-4'-(2-methylbutyl)-[1,1'-biphenyl]-4-carbonitrile",CC[C@H](C)Cc1ccc(-c2ccc(C#N)cc2)cc1,C18H19N,DNJQGRFZQMOYGM-AWEZNQCLSA-N,2,liquid|solid,liquid|solid,280.0,298.15,101.325,101.325,402.21,427.81,415.01,415.01
inchikey::WQZGKKKJIJFFOK-DVKNGEFBSA-N,.alpha.-D-glucose,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,C6H12O6,WQZGKKKJIJFFOK-DVKNGEFBSA-N,2,gas|solid,gas|solid,298.15,298.15,101.325,101.325,217.3,219.9,218.60000000000002,218.60000000000002
inchikey::AERVJOBGBMEFDV-UHFFFAOYSA-N,"1'-hydroxy-[1,1'-bicyclohexyl]-2-one",O=C1CCCCC1C1(O)CCCCC1,C12H20O2,AERVJOBGBMEFDV-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,300.0,306.75,101.325,101.325,281.5,350.0,315.75,315.75
inchikey::WZCQRUWWHSTZEM-UHFFFAOYSA-N,"1,3-benzenediamine",Nc1cccc(N)c1,C6H8N2,WZCQRUWWHSTZEM-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,293.0,303.0,101.325,101.325,158.7,219.3,189.0,189.0
inchikey::GHMLBKRAJCXXBS-UHFFFAOYSA-N,"1,3-benzenediol",Oc1cccc(O)c1,C6H6O2,GHMLBKRAJCXXBS-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,298.0,303.0,101.325,101.325,131.0,237.2,184.1,184.1
inchikey::XEZNGIUYQVAUSS-UHFFFAOYSA-N,"1,4,7,10,13,16-hexaoxacyclooctadecane",C1COCCOCCOCCOCCOCCO1,C12H24O6,XEZNGIUYQVAUSS-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,298.15,315.0,101.325,101.325,460.0,515.0,487.5,487.5
inchikey::OCJBOOLMMGQPQU-UHFFFAOYSA-N,"1,4-dichlorobenzene",Clc1ccc(Cl)cc1,C6H4Cl2,OCJBOOLMMGQPQU-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,298.15,326.24,101.325,101.325,143.78,175.98,159.88,159.88
inchikey::FZZQNEVOYIYFPF-UHFFFAOYSA-N,"1,6-dihydroxynaphthalene",Oc1ccc2c(O)cccc2c1,C10H8O2,FZZQNEVOYIYFPF-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,303.0,323.0,101.325,101.325,186.0,311.2,248.6,248.6
inchikey::JBKVHLHDHHXQEQ-UHFFFAOYSA-N,1-aza-2-cycloheptanone,OC1=NCCCCC1,C6H11NO,JBKVHLHDHHXQEQ-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,316.0,323.0,101.325,101.325,168.0,232.3,200.15,200.15
inchikey::FCRZSGZCOGHOGF-UHFFFAOYSA-M,1-benzyl-3-methyl-1H-imidazolium chloride,C[n+]1ccn(Cc2ccccc2)c1.[Cl-],C11H13ClN2,FCRZSGZCOGHOGF-UHFFFAOYSA-M,2,liquid|solid,liquid|solid,289.14,298.15,101.325,101.325,288.47,338.42787007,313.448935035,313.448935035
inchikey::RURVFJMRQDXKCP-UHFFFAOYSA-M,"1-benzyl-3-methylimidazolium 1,1,2,2-tetrafluoroethanesulfonate",C[n+]1ccn(Cc2ccccc2)c1.O=S(=O)([O-])C(F)(F)C(F)F,C13H14F4N2O3S,RURVFJMRQDXKCP-UHFFFAOYSA-M,2,liquid|solid,liquid|solid,298.15,298.15,101.325,101.325,434.7512201256,509.5128398864,472.13203000600004,472.13203000600004
inchikey::KSOGGGZFEJTGPZ-UHFFFAOYSA-M,"1-butyl-2,3-dimethylimidazolium trifluoromethanesulfonate",CCCCn1cc[n+](C)c1C.O=S(=O)([O-])C(F)(F)F,C10H17F3N2O3S,KSOGGGZFEJTGPZ-UHFFFAOYSA-M,2,liquid|solid,liquid|solid,293.15,323.15,101.325,101.325,407.1,472.2,439.65,439.65
inchikey::KYCQOKLOSUBEJK-UHFFFAOYSA-M,1-butyl-3-methylimidazolium bromide,CCCCn1cc[n+](C)c1.[Br-],C8H15BrN2,KYCQOKLOSUBEJK-UHFFFAOYSA-M,2,liquid|solid,liquid|solid,298.15,298.15,101.325,101.325,241.8,316.7,279.25,279.25
inchikey::XREPTGNZZKNFQZ-UHFFFAOYSA-M,1-butyl-3-methylimidazolium iodide,CCCCn1cc[n+](C)c1.[I-],C8H15IN2,XREPTGNZZKNFQZ-UHFFFAOYSA-M,2,liquid|solid,liquid|solid,291.92,298.15,101.325,101.325,254.5,309.9,282.2,282.2
inchikey::WPHIMOZSRUCGGU-UHFFFAOYSA-N,1-butyl-3-methylimidazolium nitrate,CCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],C8H15N3O3,WPHIMOZSRUCGGU-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,298.15,309.16,101.325,101.325,305.8,357.7,331.75,331.75
inchikey::QPDGLRRWSBZCHP-UHFFFAOYSA-M,1-butyl-3-methylimidazolium trifluoroacetate,CCCCn1cc[n+](C)c1.O=C([O-])C(F)(F)F,C10H15F3N2O2,QPDGLRRWSBZCHP-UHFFFAOYSA-M,2,liquid|solid,liquid|solid,296.42,298.15,101.325,101.325,360.4,407.9,384.15,384.15
inchikey::FRZPYEHDSAQGAS-UHFFFAOYSA-M,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,C9H15F3N2O3S,FRZPYEHDSAQGAS-UHFFFAOYSA-M,2,liquid|solid,liquid|solid,290.98,298.15,101.325,101.325,378.5,427.7,403.1,403.1
inchikey::BFCFYVKQTRLZHA-UHFFFAOYSA-N,1-chloro-2-nitrobenzene,O=[N+]([O-])c1ccccc1Cl,C6H4ClNO2,BFCFYVKQTRLZHA-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,298.93,319.35,101.325,101.325,210.5,211.4,210.95,210.95
inchikey::KMAQZIILEGKYQZ-UHFFFAOYSA-N,1-chloro-3-nitrobenzene,O=[N+]([O-])c1cccc(Cl)c1,C6H4ClNO2,KMAQZIILEGKYQZ-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,298.93,298.93,101.325,101.325,168.2,208.8,188.5,188.5
inchikey::MHZGKXUYDGKKIU-UHFFFAOYSA-N,1-decanamine,CCCCCCCCCCN,C10H23N,MHZGKXUYDGKKIU-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,270.21,298.11,101.325,101.325,285.94,372.55,329.245,329.245
inchikey::ZYVGZWFCGPUVSH-UHFFFAOYSA-N,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C16H27F6N3O4S2,ZYVGZWFCGPUVSH-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,277.33,298.15,101.325,101.325,717.5,754.8,736.15,736.15
inchikey::LRESCJAINPKJTO-UHFFFAOYSA-N,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C8H11F6N3O4S2,LRESCJAINPKJTO-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,271.44,298.15,101.325,101.325,405.8,505.7,455.75,455.75
inchikey::RCNFOZUBFOFJKZ-UHFFFAOYSA-N,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C12H19F6N3O4S2,RCNFOZUBFOFJKZ-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,272.03,298.15,101.325,101.325,498.9,629.2,564.05,564.05
inchikey::QDKNBSXWLOONGP-UHFFFAOYSA-N,1-hexylquinolinium bis(trifluoromethylsulfonyl)amide,CCCCCC[n+]1cccc2ccccc21.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C17H20F6N2O4S2,QDKNBSXWLOONGP-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,298.12,317.17,101.325,101.325,455.57,7971.73,4213.65,4213.65
inchikey::AJRFBXAXVLBZMP-UHFFFAOYSA-M,1-methyl-3-propylimidazolium bromide,CCCn1cc[n+](C)c1.[Br-],C7H13BrN2,AJRFBXAXVLBZMP-UHFFFAOYSA-M,2,liquid|solid,liquid|solid,298.15,298.15,101.325,101.325,236.7,280.8,258.75,258.75
inchikey::REIUXOLGHVXAEO-UHFFFAOYSA-N,1-pentadecanol,CCCCCCCCCCCCCCCO,C15H32O,REIUXOLGHVXAEO-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,297.94,319.34,101.325,101.325,422.5,571.9,497.2,497.2
inchikey::AEZLAQZYZLLTIV-UHFFFAOYSA-N,1-tetradecyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C20H35F6N3O4S2,AEZLAQZYZLLTIV-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,298.15,308.77,101.325,101.325,896.2,971.6,933.9000000000001,933.9000000000001
inchikey::XFRVVPUIAFSTFO-UHFFFAOYSA-N,1-tridecanol,CCCCCCCCCCCCCO,C13H28O,XFRVVPUIAFSTFO-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,298.15,304.7,101.325,101.325,386.9,482.1,434.5,434.5
inchikey::KPSSIOMAKSHJJG-UHFFFAOYSA-N,"2,2-dimethyl-1-propanol",CC(C)(C)CO,C5H12O,KPSSIOMAKSHJJG-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,298.15,328.08,101.325,101.325,214.3,267.44,240.87,240.87
inchikey::CRPUJAZIXJMDBK-UHFFFAOYSA-N,"2,2-dimethyl-3-methylenebicyclo[2.2.1]heptane",C=C1C2CCC(C2)C1(C)C,C10H16,CRPUJAZIXJMDBK-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,298.9,324.5,101.325,101.325,235.1,251.5,243.3,243.3
inchikey::HBFOPLIDEZBACO-UHFFFAOYSA-N,2-(chloromethylthio)benzothiazole,ClCSc1nc2ccccc2s1,C8H6ClNS2,HBFOPLIDEZBACO-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,297.722,316.595,101.325,101.325,249.5,328.2,288.85,288.85
inchikey::HZAXFHJVJLSVMW-UHFFFAOYSA-N,2-aminoethan-1-ol,NCCO,C2H7NO,HZAXFHJVJLSVMW-UHFFFAOYSA-N,2,gas|liquid,gas|liquid,296.38,298.15,100.0,101.325,84.38,166.53867386,125.45933692999999,125.45933692999999
inchikey::FENJKTQEFUPECW-UHFFFAOYSA-N,3-anilinopropanenitrile,N#CCCNc1ccccc1,C9H10N2,FENJKTQEFUPECW-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,298.15,323.37,101.325,101.325,179.0,6568.0,3373.5,3373.5
inchikey::IEKPEVWFUIKZFI-UHFFFAOYSA-N,3-hexadecyl-1-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,CCCCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C22H39F6N3O4S2,IEKPEVWFUIKZFI-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,298.15,319.25,101.325,101.325,972.0,1084.0,1028.0,1028.0
inchikey::PZDGKJTVNPIDFI-UHFFFAOYSA-N,"4,6-dimethyl-N-phenylpyrimidin-2-amine dodecanoate",CCCCCCCCCCCC(=O)O.Cc1cc(C)nc(Nc2ccccc2)n1,C24H37N3O2,PZDGKJTVNPIDFI-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,297.595,323.462,101.325,101.325,582.62,830.56,706.5899999999999,706.5899999999999
inchikey::CDOYZTOFTGTGBC-UHFFFAOYSA-N,"4-(1,1-dimethylethyl)-1,1'-biphenyl",CC(C)(C)c1ccc(-c2ccccc2)cc1,C16H18,CDOYZTOFTGTGBC-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,298.23,325.87,101.325,101.325,303.58,381.0,342.28999999999996,342.28999999999996
inchikey::IBUUMDHMTARCSQ-UHFFFAOYSA-N,4-cyano-3-fluorophenyl 4-butylbenzoate,CCCCc1ccc(C(=O)Oc2ccc(C#N)c(F)c2)cc1,C18H16FNO2,IBUUMDHMTARCSQ-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,285.978,298.15,101.325,101.325,474.25,478.16,476.20500000000004,476.20500000000004
inchikey::ZZLCFHIKESPLTH-UHFFFAOYSA-N,4-methylbiphenyl,Cc1ccc(-c2ccccc2)cc1,C13H12,ZZLCFHIKESPLTH-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,298.45,321.28,101.325,101.325,252.48,289.67,271.075,271.075
inchikey::REZBJCUQELMZBL-UHFFFAOYSA-N,4-tert-butylphenyl phenyl ether,CC(C)(C)c1ccc(Oc2ccccc2)cc1,C16H18O,REZBJCUQELMZBL-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,298.15,327.84,101.325,101.325,302.97935968,384.37804056,343.67870012000003,343.67870012000003
inchikey::OBWRBAQXRLLXFR-UHFFFAOYSA-N,5-(1-adamantyl)tetrazole,C1C2CC3CC1CC(c1nn[nH]n1)(C2)C3,C11H16N4,OBWRBAQXRLLXFR-UHFFFAOYSA-N,2,gas|solid,gas|solid,298.15,298.15,101.325,101.325,209.0,240.0,224.5,224.5
inchikey::BJHIKXHVCXFQLS-UYFOZJQFSA-N,D-fructose,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO,C6H12O6,BJHIKXHVCXFQLS-UYFOZJQFSA-N,2,liquid|solid,liquid|solid,298.15,300.0,101.325,101.325,230.55,397.15,313.85,313.85
inchikey::NDDAHWYSQHTHNT-UHFFFAOYSA-N,Indapamide,CC1Cc2ccccc2N1N=C(O)c1ccc(Cl)c(S(N)(=O)=O)c1,C16H16ClN3O3S,NDDAHWYSQHTHNT-UHFFFAOYSA-N,2,glass|solid,other|solid,298.15,298.15,101.325,101.325,397.29720096,397.443535104,397.370368032,397.370368032
inchikey::NOOLISFMXDJSKH-KXUCPTDWSA-N,L-menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C10H20O,NOOLISFMXDJSKH-KXUCPTDWSA-N,2,liquid|solid,liquid|solid,298.15,315.4,100.0,101.325,250.1,377.3,313.7,313.7
inchikey::SECXISVLQFMRJM-UHFFFAOYSA-N,N-methylpyrrolidone,CN1CCCC1=O,C5H9NO,SECXISVLQFMRJM-UHFFFAOYSA-N,2,gas|liquid,gas|liquid,298.15,298.15,100.0,101.325,115.26,166.22,140.74,140.74
inchikey::UHOVQNZJYSORNB-UHFFFAOYSA-N,benzene,c1ccccc1,C6H6,UHOVQNZJYSORNB-UHFFFAOYSA-N,2,gas|liquid,gas|liquid,298.15,298.15,100.0,101.325,82.2,135.18,108.69,108.69
inchikey::RWCCWEUUXYIKHB-UHFFFAOYSA-N,benzophenone,O=C(c1ccccc1)c1ccccc1,C13H10O,RWCCWEUUXYIKHB-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,294.1,295.0,101.325,101.325,224.0,288.1,256.05,256.05
inchikey::QCRFMSUKWRQZEM-UHFFFAOYSA-N,cycloheptanol,OC1CCCCCC1,C7H14O,QCRFMSUKWRQZEM-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,271.43,300.0,101.325,101.325,205.4,252.3,228.85000000000002,228.85000000000002
inchikey::HPXRVTGHNJAIIH-UHFFFAOYSA-N,cyclohexanol,OC1CCCCC1,C6H12O,HPXRVTGHNJAIIH-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,284.95,305.05,101.325,101.325,184.8,218.3,201.55,201.55
inchikey::FHADSMKORVFYOS-UHFFFAOYSA-N,cyclooctanol,OC1CCCCCCC1,C8H16O,FHADSMKORVFYOS-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,284.25,301.94,101.325,101.325,265.2,295.6,280.4,280.4
inchikey::XMSXQFUHVRWGNA-UHFFFAOYSA-N,decamethylcyclopentasiloxane,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,C10H30O5Si5,XMSXQFUHVRWGNA-UHFFFAOYSA-N,2,gas|liquid,gas|liquid,297.95,298.0,100.0,101.325,469.0,640.6,554.8,554.8
inchikey::IEJIGPNLZYLLBP-UHFFFAOYSA-N,dimethyl carbonate,COC(=O)OC,C3H6O3,IEJIGPNLZYLLBP-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,272.0,298.15,101.325,101.325,133.6,165.02,149.31,149.31
inchikey::USIUVYZYUHIAEV-UHFFFAOYSA-N,diphenyl ether,c1ccc(Oc2ccccc2)cc1,C12H10O,USIUVYZYUHIAEV-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,292.097,313.15,100.0,101.325,209.17,274.3740064,241.77200319999997,241.77200319999997
inchikey::LQZZUXJYWNFBMV-UHFFFAOYSA-N,dodecan-1-ol,CCCCCCCCCCCCO,C12H26O,LQZZUXJYWNFBMV-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,297.3,298.15,101.325,101.325,357.8,441.9,399.85,399.85
inchikey::KMTRUDSVKNLOMY-UHFFFAOYSA-N,ethylene carbonate,O=C1OCCO1,C3H4O3,KMTRUDSVKNLOMY-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,298.0,298.0,101.325,101.325,116.8,132.8,124.80000000000001,124.80000000000001
inchikey::YMTINGFKWWXKFG-UHFFFAOYSA-N,fenofibrate,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,C20H21ClO4,YMTINGFKWWXKFG-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,299.9,305.1,101.325,101.325,444.0,602.0,523.0,523.0
inchikey::DFRHTHSZMBROSH-UHFFFAOYSA-N,ferrocene,[CH]1C=CC=C1.[CH]1C=CC=C1.[Fe],C10H10Fe,DFRHTHSZMBROSH-UHFFFAOYSA-N,2,gas|solid,gas|solid,298.0,298.15,101.325,101.325,166.65,189.4,178.025,178.025
inchikey::OYZZHPSIYKHHAX-UHFFFAOYSA-N,germanium disulfide,[Ge+4].[S-2].[S-2],GeS2,OYZZHPSIYKHHAX-UHFFFAOYSA-N,2,glass|solid,other|solid,298.15,298.15,101.325,101.325,66.191,66.69036387,66.440681935,66.440681935
inchikey::WVMPCBWWBLZKPD-UHFFFAOYSA-N,lithium disilicate,O=[Si]([O-])O[Si](=O)[O-].[Li+].[Li+],Li2O5Si2,WVMPCBWWBLZKPD-UHFFFAOYSA-N,2,glass|solid,other|solid,298.15,298.15,101.325,101.325,144.165,149.236,146.70049999999998,146.70049999999998
inchikey::YJTKZCDBKVTVBY-UHFFFAOYSA-N,m-terphenyl,c1ccc(-c2cccc(-c3ccccc3)c2)cc1,C18H14,YJTKZCDBKVTVBY-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,298.15,300.0,101.325,101.325,277.42,376.3,326.86,326.86
inchikey::UQDUPQYQJKYHQI-UHFFFAOYSA-N,methyl dodecanoate,CCCCCCCCCCCC(=O)OC,C13H26O2,UQDUPQYQJKYHQI-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,270.0,297.91,101.325,101.325,392.98,433.790075292,413.385037646,413.385037646
inchikey::HUEBIMLTDXKIPR-UHFFFAOYSA-N,methyl heptadecanoate,CCCCCCCCCCCCCCCCC(=O)OC,C18H36O2,HUEBIMLTDXKIPR-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,290.0,310.0,101.325,101.325,517.76,599.17,558.4649999999999,558.4649999999999
inchikey::FLIACVVOZYBSBS-UHFFFAOYSA-N,methyl hexadecanoate,CCCCCCCCCCCCCCCC(=O)OC,C17H34O2,FLIACVVOZYBSBS-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,300.0,310.0,101.325,101.325,570.55,740.48,655.515,655.515
inchikey::BDXAHSJUDUZLDU-UHFFFAOYSA-N,methyl nonadecanoate,CCCCCCCCCCCCCCCCCCC(=O)OC,C20H40O2,BDXAHSJUDUZLDU-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,300.0,320.0,101.325,101.325,586.63,691.61,639.12,639.12
inchikey::HPEUJPJOZXNMSJ-UHFFFAOYSA-N,methyl octadecanoate,CCCCCCCCCCCCCCCCCC(=O)OC,C19H38O2,HPEUJPJOZXNMSJ-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,290.0,320.0,101.325,101.325,541.05,639.0,590.025,590.025
inchikey::XIUXKAZJZFLLDQ-UHFFFAOYSA-N,methyl pentadecanoate,CCCCCCCCCCCCCCC(=O)OC,C16H32O2,XIUXKAZJZFLLDQ-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,280.0,300.0,101.325,101.325,432.13,524.33,478.23,478.23
inchikey::ZAZKJZBWRNNLDS-UHFFFAOYSA-N,methyl tetradecanoate,CCCCCCCCCCCCCC(=O)OC,C15H30O2,ZAZKJZBWRNNLDS-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,280.0,300.0,101.325,101.325,429.3,500.03,464.66499999999996,464.66499999999996
inchikey::JNDDPBOKWCBQSM-UHFFFAOYSA-N,methyl tridecanoate,CCCCCCCCCCCCC(=O)OC,C14H28O2,JNDDPBOKWCBQSM-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,270.0,300.0,101.325,101.325,371.61,469.05,420.33000000000004,420.33000000000004
inchikey::KZPXREABEBSAQM-UHFFFAOYSA-N,nickelocene,[Ni+2].c1cc[cH-]c1.c1cc[cH-]c1,C10H10Ni,KZPXREABEBSAQM-UHFFFAOYSA-N,2,gas|solid,gas|solid,298.0,298.15,101.325,101.325,173.9,203.05,188.47500000000002,188.47500000000002
inchikey::OIAQMFOKAXHPNH-UHFFFAOYSA-N,o-terphenyl,c1ccc(-c2ccccc2-c2ccccc2)cc1,C18H14,OIAQMFOKAXHPNH-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,298.15,300.0,101.325,101.325,274.73,370.0,322.365,322.365
inchikey::QQUPHDGGHUDUKR-UHFFFAOYSA-N,potassium disilicate,O=[Si]([O-])O[Si](=O)[O-].[K+].[K+],K2O5Si2,QQUPHDGGHUDUKR-UHFFFAOYSA-N,2,glass|solid,other|solid,298.15,298.15,101.325,101.325,161.125,162.04,161.58249999999998,161.58249999999998
inchikey::BWOBSILZMSBFLC-UHFFFAOYSA-N,propanoylferrocene,CCC(=O)[c-]1cccc1.[Fe+2].c1cc[cH-]c1,C13H14FeO,BWOBSILZMSBFLC-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,298.15,311.13,101.325,101.325,280.7,347.6,314.15,314.15
inchikey::RKEZHXGBECEYGM-UHFFFAOYSA-N,propylferrocene,CCCc1ccc[cH-]1.[Fe+2].c1cc[cH-]c1,C13H16Fe,RKEZHXGBECEYGM-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,276.03,298.15,101.325,101.325,286.8,319.5,303.15,303.15
inchikey::WYCFCXFPNOLVCU-UHFFFAOYSA-N,pyrimethanil myristic salt,CCCCCCCCCCCCCC(=O)O.Cc1cc(C)nc(Nc2ccccc2)n1,C26H41N3O2,WYCFCXFPNOLVCU-UHFFFAOYSA-N,2,liquid|solid,liquid|solid,298.15,323.2,101.325,101.325,523.1,744.2,633.6500000000001,633.6500000000001
inchikey::VYPSYNLAJGMNEJ-UHFFFAOYSA-N,silicon dioxide,O=[Si]=O,O2Si,VYPSYNLAJGMNEJ-UHFFFAOYSA-N,2,glass|solid,other|solid,295.7,300.0,101.325,101.325,44.06,44.7403245,44.40016225,44.40016225
inchikey::OQEVSCYDUYRAAM-UHFFFAOYSA-N,sodium disilicate,O=[Si]([O-])O[Si](=O)[O-].[Na+].[Na+],Na2O5Si2,OQEVSCYDUYRAAM-UHFFFAOYSA-N,2,glass|solid,other|solid,298.15,298.15,101.325,101.325,158.132,159.712,158.922,158.922
inchikey::PHYFQTYBJUILEZ-WUOFIQDXSA-N,trielaidin,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C/CCCCCCCC)OC(=O)CCCCCCC/C=C/CCCCCCCC,C57H104O6,PHYFQTYBJUILEZ-WUOFIQDXSA-N,2,liquid|solid,liquid|solid,298.15,314.83,101.325,101.325,1646.9036316,1877.1159672,1762.0097993999998,1762.0097993999998
inchikey::XLYOFNOQVPJJNP-ZSJDYOACSA-N,water-d2,[2H]O[2H],H2O,XLYOFNOQVPJJNP-ZSJDYOACSA-N,2,liquid|solid,liquid|solid,276.82,298.15,101.325,101.325,45.8,83.47,64.63499999999999,64.63499999999999
inchikey::GOUQDWQYMJAOKI-UHFFFAOYSA-N,zinc(II) 2-ethylimidazolide,CCc1ncc[n-]1.CCc1ncc[n-]1.[Zn+2],C10H14N4Zn,GOUQDWQYMJAOKI-UHFFFAOYSA-N,2,glass|solid,other|solid,298.15,298.15,101.325,101.325,260.6,272.9,266.75,266.75
inchikey::RRONHWAVOYADJL-HNNXBMFYSA-N,((benzyloxy)carbonyl)-L-phenylalanine,O=C(O)[C@H](Cc1ccccc1)N=C(O)OCc1ccccc1,C17H17NO4,RRONHWAVOYADJL-HNNXBMFYSA-N,1,solid,solid,298.06,298.06,101.325,101.325,333.0,333.0,333.0,333.0
inchikey::BQOFWKZOCNGFEC-BDAKNGLRSA-N,(+)-3-carene,CC1=CC[C@@H]2[C@H](C1)C2(C)C,C10H16,BQOFWKZOCNGFEC-BDAKNGLRSA-N,1,liquid,liquid,298.9,298.9,101.325,101.325,254.3,254.3,254.3,254.3
