structure_key,name,smiles,formula,primary_inchikey,n_rows,available_phases,available_phase_coarse,temperature_min_K,temperature_max_K,pressure_min_kPa,pressure_max_kPa,cp_min,cp_max,cp_mean,cp_median
inchikey::PHTQWCKDNZKARW-UHFFFAOYSA-N,3-methylbutan-1-ol,CC(C)CCO,C5H12O,PHTQWCKDNZKARW-UHFFFAOYSA-N,1,liquid,liquid,298.15,298.15,101.325,101.325,209.3,209.3,209.3,209.3
inchikey::ZVFDTKUVRCTHQE-UHFFFAOYSA-N,"3-methylnonyl 1,2-benzenedioate",CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,C28H46O4,ZVFDTKUVRCTHQE-UHFFFAOYSA-N,1,liquid,liquid,293.15,293.15,100.0,100.0,754.8595236,754.8595236,754.8595236,754.8595236
inchikey::ITQTTZVARXURQS-UHFFFAOYSA-N,3-methylpyridine,Cc1cccnc1,C6H7N,ITQTTZVARXURQS-UHFFFAOYSA-N,1,liquid,liquid,298.15,298.15,101.325,101.325,158.75,158.75,158.75,158.75
inchikey::KWAYEPXDGHYGRW-UHFFFAOYSA-N,3-nitrobenzamide,N=C(O)c1cccc([N+](=O)[O-])c1,C7H6N2O3,KWAYEPXDGHYGRW-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,237.5719346,237.5719346,237.5719346,237.5719346
inchikey::TXTQURPQLVHJRE-UHFFFAOYSA-N,3-nitrobenzenesulfonamide,NS(=O)(=O)c1cccc([N+](=O)[O-])c1,C6H6N2O4S,TXTQURPQLVHJRE-UHFFFAOYSA-N,1,liquid,liquid,298.15,298.15,101.325,101.325,199.9607981016,199.9607981016,199.9607981016,199.9607981016
inchikey::GYSCXPVAKHVAAY-UHFFFAOYSA-N,3-nonanol,CCCCCCC(O)CC,C9H20O,GYSCXPVAKHVAAY-UHFFFAOYSA-N,1,liquid,liquid,298.15,298.15,101.325,101.325,373.619155,373.619155,373.619155,373.619155
inchikey::NMRPBPVERJPACX-UHFFFAOYSA-N,3-octanol,CCCCCC(O)CC,C8H18O,NMRPBPVERJPACX-UHFFFAOYSA-N,1,liquid,liquid,298.15,298.15,101.325,101.325,339.8948712,339.8948712,339.8948712,339.8948712
inchikey::AQIXEPGDORPWBJ-UHFFFAOYSA-N,3-pentanol,CCC(O)CC,C5H12O,AQIXEPGDORPWBJ-UHFFFAOYSA-N,1,liquid,liquid,298.15,298.15,101.325,101.325,254.6,254.6,254.6,254.6
inchikey::RCNOGGGBSSVMAS-UHFFFAOYSA-N,3-thiopheneacetic acid,O=C(O)Cc1ccsc1,C6H6O2S,RCNOGGGBSSVMAS-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,168.4,168.4,168.4,168.4
inchikey::FTVWIRXFELQLPI-UHFFFAOYSA-N,"4',5,7-trihydroxyflavanone",O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,C15H12O5,FTVWIRXFELQLPI-UHFFFAOYSA-N,1,solid,solid,323.1,323.1,101.325,101.325,259.7,259.7,259.7,259.7
inchikey::LFFIEVAMVPCZNA-UHFFFAOYSA-N,4'-(bromomethyl)-2-cyanobiphenyl,N#Cc1ccccc1-c1ccc(CBr)cc1,C14H10BrN,LFFIEVAMVPCZNA-UHFFFAOYSA-N,1,solid,solid,297.15,297.15,100.0,100.0,256.2,256.2,256.2,256.2
inchikey::MWTPWZNBIZUXBT-UHFFFAOYSA-N,4-(1-methyl-1H-imidazolium-3-yl)butane-1-sulfonate,C[n+]1ccn(CCCCS(=O)(=O)[O-])c1,C8H14N2O3S,MWTPWZNBIZUXBT-UHFFFAOYSA-N,1,solid,solid,297.85,297.85,101.325,101.325,258.49,258.49,258.49,258.49
inchikey::PUBHYJCSMZPRRC-UHFFFAOYSA-N,"4-(dimethylamino)-1-hexyl-pyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCCn1ccc(=[N+](C)C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C15H23F6N3O4S2,PUBHYJCSMZPRRC-UHFFFAOYSA-N,1,liquid,liquid,298.0,298.0,101.325,101.325,662.977368512,662.977368512,662.977368512,662.977368512
inchikey::VHYFNPMBLIVWCW-UHFFFAOYSA-N,4-(dimethylamino)pyridine,CN(C)c1ccncc1,C7H10N2,VHYFNPMBLIVWCW-UHFFFAOYSA-N,1,solid,solid,298.29,298.29,101.325,101.325,181.316,181.316,181.316,181.316
inchikey::DNFUTAVRGAVUKE-UHFFFAOYSA-N,4-amino-3-furazancarboxamidoxime,N=c1[nH]onc1C(N)=NO,C3H5N5O2,DNFUTAVRGAVUKE-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,180.4,180.4,180.4,180.4
inchikey::FDDDEECHVMSUSB-UHFFFAOYSA-N,4-aminobenzenesulfonamide,Nc1ccc(S(N)(=O)=O)cc1,C6H8N2O2S,FDDDEECHVMSUSB-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,199.75896,199.75896,199.75896,199.75896
inchikey::AXCHZLOJGKSWLV-UHFFFAOYSA-N,4-biphenylmethanol,OCc1ccc(-c2ccccc2)cc1,C13H12O,AXCHZLOJGKSWLV-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,256.0849542,256.0849542,256.0849542,256.0849542
inchikey::QSNSCYSYFYORTR-UHFFFAOYSA-N,4-chlorobenzenamine,Nc1ccc(Cl)cc1,C6H6ClN,QSNSCYSYFYORTR-UHFFFAOYSA-N,1,solid,solid,298.93,298.93,101.325,101.325,151.2,151.2,151.2,151.2
inchikey::WXNZTHHGJRFXKQ-UHFFFAOYSA-N,4-chlorophenol,Oc1ccc(Cl)cc1,C6H5ClO,WXNZTHHGJRFXKQ-UHFFFAOYSA-N,1,solid,solid,298.0,298.0,101.325,101.325,183.0,183.0,183.0,183.0
inchikey::NPDACUSDTOMAMK-UHFFFAOYSA-N,4-chlorotoluene,Cc1ccc(Cl)cc1,C7H7Cl,NPDACUSDTOMAMK-UHFFFAOYSA-N,1,liquid,liquid,298.15,298.15,100.0,100.0,177.95,177.95,177.95,177.95
inchikey::HVCNXQOWACZAFN-UHFFFAOYSA-N,4-ethylmorpholine,CCN1CCOCC1,C6H13NO,HVCNXQOWACZAFN-UHFFFAOYSA-N,1,liquid,liquid,300.0,300.0,100.0,100.0,208.2,208.2,208.2,208.2
inchikey::YPNRSIHGYMWAIQ-UHFFFAOYSA-N,4-heptadecanol,CCCCCCCCCCCCCC(O)CCC,C17H36O,YPNRSIHGYMWAIQ-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,472.6,472.6,472.6,472.6
inchikey::YVBCULSIZWMTFY-UHFFFAOYSA-N,4-heptanol,CCCC(O)CCC,C7H16O,YVBCULSIZWMTFY-UHFFFAOYSA-N,1,liquid,liquid,298.15,298.15,101.325,101.325,306.7715376,306.7715376,306.7715376,306.7715376
inchikey::FJKROLUGYXJWQN-UHFFFAOYSA-N,4-hydroxybenzoic acid,O=C(O)c1ccc(O)cc1,C7H6O3,FJKROLUGYXJWQN-UHFFFAOYSA-N,1,solid,solid,295.8,295.8,101.325,101.325,145.7,145.7,145.7,145.7
inchikey::NWVVVBRKAWDGAB-UHFFFAOYSA-N,4-methoxyphenol,COc1ccc(O)cc1,C7H8O2,NWVVVBRKAWDGAB-UHFFFAOYSA-N,1,solid,solid,298.0,298.0,101.325,101.325,197.3,197.3,197.3,197.3
inchikey::RUOJZAUFBMNUDX-UHFFFAOYSA-N,"4-methyl-1,3-dioxolan-2-one",CC1COC(=O)O1,C4H6O3,RUOJZAUFBMNUDX-UHFFFAOYSA-N,1,liquid,liquid,298.15,298.15,101.325,101.325,169.4814348096,169.4814348096,169.4814348096,169.4814348096
inchikey::GRIATXVEXOFBGO-UHFFFAOYSA-N,4-methyl-2-benzothiazolamine,Cc1cccc2sc(=N)[nH]c12,C8H8N2S,GRIATXVEXOFBGO-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,182.293746,182.293746,182.293746,182.293746
inchikey::OEMSKMUAMXLNKL-UHFFFAOYSA-N,"4-methyl-cyclohex-4-ene-1, 2-dicarboxylic acid anhydride",CC1=CCC2C(=O)OC(=O)C2C1,C9H10O3,OEMSKMUAMXLNKL-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,203.501,203.501,203.501,203.501
inchikey::FXLOVSHXALFLKQ-UHFFFAOYSA-N,4-methylbenzaldehyde,Cc1ccc(C=O)cc1,C8H8O,FXLOVSHXALFLKQ-UHFFFAOYSA-N,1,liquid,liquid,313.16,313.16,101.325,101.325,204.252484,204.252484,204.252484,204.252484
inchikey::FKNQCJSGGFJEIZ-UHFFFAOYSA-N,4-methylpyridine,Cc1ccncc1,C6H7N,FKNQCJSGGFJEIZ-UHFFFAOYSA-N,1,liquid,liquid,298.15,298.15,101.325,101.325,158.52,158.52,158.52,158.52
inchikey::KKFDCBRMNNSAAW-UHFFFAOYSA-N,4-morpholineethanol,OCCN1CCOCC1,C6H13NO2,KKFDCBRMNNSAAW-UHFFFAOYSA-N,1,liquid,liquid,298.15,298.15,101.0,101.0,263.9,263.9,263.9,263.9
inchikey::QWKKYJLAUWFPDB-UHFFFAOYSA-N,4-nitrobenzenesulfonamide,NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,C6H6N2O4S,QWKKYJLAUWFPDB-UHFFFAOYSA-N,1,liquid,liquid,298.15,298.15,101.325,101.325,219.98154496,219.98154496,219.98154496,219.98154496
inchikey::IXUOEGRSQCCEHB-UHFFFAOYSA-N,4-nonanol,CCCCCC(O)CCC,C9H20O,IXUOEGRSQCCEHB-UHFFFAOYSA-N,1,liquid,liquid,298.15,298.15,101.325,101.325,367.848975,367.848975,367.848975,367.848975
inchikey::WOFPPJOZXUTRAU-UHFFFAOYSA-N,4-octanol,CCCCC(O)CCC,C8H18O,WOFPPJOZXUTRAU-UHFFFAOYSA-N,1,liquid,liquid,298.15,298.15,101.325,101.325,332.081196,332.081196,332.081196,332.081196
inchikey::SZXQTJUDPRGNJN-UHFFFAOYSA-N,"4-oxa-1,7-heptanediol",OCCCOCCCO,C6H14O3,SZXQTJUDPRGNJN-UHFFFAOYSA-N,1,liquid,liquid,303.15,303.15,101.325,101.325,329.0,329.0,329.0,329.0
inchikey::JOOXCMJARBKPKM-UHFFFAOYSA-N,4-oxopentanoic acid,CC(=O)CCC(=O)O,C5H8O3,JOOXCMJARBKPKM-UHFFFAOYSA-N,1,liquid,liquid,302.62,302.62,101.325,101.325,245.93203596,245.93203596,245.93203596,245.93203596
inchikey::YGRCKXJZIRWNGM-UHFFFAOYSA-N,"4-phenyl-1-(1,1-dimethylethyl)-6,7-dihydro-1H-pyrazolo[3,4-d]pyridazin-7-one",CC(C)(C)n1ncc2c(-c3ccccc3)n[nH]c(=O)c21,C15H16N4O,YGRCKXJZIRWNGM-UHFFFAOYSA-N,1,solid,solid,303.0,303.0,101.325,101.325,1216.4,1216.4,1216.4,1216.4
inchikey::FDMLNIIACUUBSU-UHFFFAOYSA-N,"4-trifluoromethyl-1-(1,1-dimethylethyl)-6,7-dihydro-1H-pyrazolo[3,4-d]pyridazin-7-one",CC(C)(C)n1ncc2c(C(F)(F)F)n[nH]c(=O)c21,C10H11F3N4O,FDMLNIIACUUBSU-UHFFFAOYSA-N,1,solid,solid,303.0,303.0,101.325,101.325,260.8,260.8,260.8,260.8
inchikey::TYJZYMXZXSOLFX-UHFFFAOYSA-N,"5,5',6,6'-tetranitro-1H,1'H-2,2'-bibenzo[d]imidazole",O=[N+]([O-])c1cc2nc(-c3nc4cc([N+](=O)[O-])c([N+](=O)[O-])cc4[nH]3)[nH]c2cc1[N+](=O)[O-],C14H6N8O8,TYJZYMXZXSOLFX-UHFFFAOYSA-N,1,solid,solid,293.15,293.15,101.325,101.325,399.33368384,399.33368384,399.33368384,399.33368384
inchikey::LAOZSCRCYVBSJA-UHFFFAOYSA-N,"5,5-dimethylbarbituric acid",CC1(C)C(O)=NC(=O)N=C1O,C6H8N2O3,LAOZSCRCYVBSJA-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,190.5,190.5,190.5,190.5
inchikey::RTIXKCRFFJGDFG-UHFFFAOYSA-N,"5,7-dihydroxyflavone",O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,C15H10O4,RTIXKCRFFJGDFG-UHFFFAOYSA-N,1,solid,solid,323.1,323.1,101.325,101.325,200.6,200.6,200.6,200.6
inchikey::LMNPKIOZMGYQIU-UHFFFAOYSA-N,5-(trifluoromethyl)uracil,Oc1ncc(C(F)(F)F)c(O)n1,C5H3F3N2O2,LMNPKIOZMGYQIU-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,182.2,182.2,182.2,182.2
inchikey::BXDMTLVCACMNJO-UHFFFAOYSA-N,5-amino-2-mercaptobenzimidazole,Nc1ccc2nc(S)[nH]c2c1,C7H7N3S,BXDMTLVCACMNJO-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,172.0,172.0,172.0,172.0
inchikey::WOVKYSAHUYNSMH-RRKCRQDMSA-N,5-bromo-2'-deoxyuridine,O=c1nc(O)c(Br)cn1[C@H]1C[C@H](O)[C@@H](CO)O1,C9H11BrN2O5,WOVKYSAHUYNSMH-RRKCRQDMSA-N,1,solid,solid,298.15,298.15,101.325,101.325,260.65,260.65,260.65,260.65
inchikey::LQLQRFGHAALLLE-UHFFFAOYSA-N,5-bromouracil,Oc1ncc(Br)c(O)n1,C4H3BrN2O2,LQLQRFGHAALLLE-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,144.7,144.7,144.7,144.7
inchikey::AGFIRQJZCNVMCW-UAKXSSHOSA-N,5-bromouridine,O=c1nc(O)c(Br)cn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C9H11BrN2O6,AGFIRQJZCNVMCW-UAKXSSHOSA-N,1,solid,solid,298.15,298.15,101.325,101.325,305.69,305.69,305.69,305.69
inchikey::ZFTBZKVVGZNMJR-UHFFFAOYSA-N,"5-chloro-2,4-pyrimidinedione",Oc1ncc(Cl)c(O)n1,C4H3ClN2O2,ZFTBZKVVGZNMJR-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,136.7,136.7,136.7,136.7
inchikey::GHASVSINZRGABV-UHFFFAOYSA-N,"5-fluoro-2,4(1H,3H)-pyrimidinedione",Oc1ncc(F)c(O)n1,C4H3FN2O2,GHASVSINZRGABV-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,138.3,138.3,138.3,138.3
inchikey::IYBLVRRCNVHZQJ-UHFFFAOYSA-N,5-hydroxyflavone,O=c1cc(-c2ccccc2)oc2cccc(O)c12,C15H10O3,IYBLVRRCNVHZQJ-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,100.0,100.0,279.8,279.8,279.8,279.8
inchikey::XQFRJNBWHJMXHO-RRKCRQDMSA-N,5-iodo-2'-deoxyuridine,O=c1nc(O)c(I)cn1[C@H]1C[C@H](O)[C@@H](CO)O1,C9H11IN2O5,XQFRJNBWHJMXHO-RRKCRQDMSA-N,1,solid,solid,298.15,298.15,101.325,101.325,285.34,285.34,285.34,285.34
inchikey::KSNXJLQDQOIRIP-UHFFFAOYSA-N,5-iodouracil,Oc1ncc(I)c(O)n1,C4H3IN2O2,KSNXJLQDQOIRIP-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,150.9,150.9,150.9,150.9
inchikey::VMAQYKGITHDWKL-UHFFFAOYSA-N,"5-methyl-2,4-imidazolidinedione",CC1N=C(O)N=C1O,C4H6N2O2,VMAQYKGITHDWKL-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,143.11,143.11,143.11,143.11
inchikey::ZDVJGWXFXGJSIU-UHFFFAOYSA-N,5-methyl-2-hexanol,CC(C)CCC(C)O,C7H16O,ZDVJGWXFXGJSIU-UHFFFAOYSA-N,1,liquid,liquid,300.0,300.0,101.325,101.325,297.7,297.7,297.7,297.7
inchikey::OUDFNZMQXZILJD-UHFFFAOYSA-N,5-methylfurfural,Cc1ccc(C=O)o1,C6H6O2,OUDFNZMQXZILJD-UHFFFAOYSA-N,1,liquid,liquid,300.15,300.15,101.325,101.325,192.47339872,192.47339872,192.47339872,192.47339872
inchikey::FCBBRODPXVPZAH-UHFFFAOYSA-N,5-nonanol,CCCCC(O)CCCC,C9H20O,FCBBRODPXVPZAH-UHFFFAOYSA-N,1,liquid,liquid,298.15,298.15,101.325,101.325,370.734065,370.734065,370.734065,370.734065
inchikey::VFGRNTYELNYSKJ-UHFFFAOYSA-N,"6-amino-1,3-dimethyluracil",Cn1c(N)cc(=O)n(C)c1=O,C6H9N3O2,VFGRNTYELNYSKJ-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,189.0,189.0,189.0,189.0
inchikey::GZLZRPNUDBIQBM-UHFFFAOYSA-N,6-amino-1-methyluracil,Cn1c(N)cc(O)nc1=O,C5H7N3O2,GZLZRPNUDBIQBM-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,166.2,166.2,166.2,166.2
inchikey::YWHKBWPNCFDUPQ-UHFFFAOYSA-N,6-aminoflavone,Nc1ccc2oc(-c3ccccc3)cc(=O)c2c1,C15H11NO2,YWHKBWPNCFDUPQ-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,100.0,100.0,277.9,277.9,277.9,277.9
inchikey::LNDZXOWGUAIUBG-UHFFFAOYSA-N,6-aminouracil,Nc1cc(O)nc(O)n1,C4H5N3O2,LNDZXOWGUAIUBG-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,147.0,147.0,147.0,147.0
inchikey::PKUFNWPSFCOSLU-UHFFFAOYSA-N,6-chlorouracil,Oc1cc(Cl)nc(O)n1,C4H3ClN2O2,PKUFNWPSFCOSLU-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,139.4,139.4,139.4,139.4
inchikey::AGITVGTVVWLRGX-UHFFFAOYSA-N,6-heptadecanol,CCCCCCCCCCCC(O)CCCCC,C17H36O,AGITVGTVVWLRGX-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,472.6,472.6,472.6,472.6
inchikey::GLEVLJDDWXEYCO-UHFFFAOYSA-N,"6-hydroxy-2,5,7,8-tetramethylchroman-2-carboxylic acid",Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,C14H18O4,GLEVLJDDWXEYCO-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,332.0,332.0,332.0,332.0
inchikey::GPZYYYGYCRFPBU-UHFFFAOYSA-N,6-hydroxyflavone,O=c1cc(-c2ccccc2)oc2ccc(O)cc12,C15H10O3,GPZYYYGYCRFPBU-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,100.0,100.0,250.3,250.3,250.3,250.3
inchikey::DZWTXWPRWRLHIL-UHFFFAOYSA-N,6-methyl-2-benzothiazolamine,Cc1ccc2[nH]c(=N)sc2c1,C8H8N2S,DZWTXWPRWRLHIL-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,197.07432,197.07432,197.07432,197.07432
inchikey::KJWLAZDNFRTNJS-UHFFFAOYSA-N,7-heptadecanol,CCCCCCCCCCC(O)CCCCCC,C17H36O,KJWLAZDNFRTNJS-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,472.6,472.6,472.6,472.6
inchikey::MQGPSCMMNJKMHQ-UHFFFAOYSA-N,7-hydroxyflavone,O=c1cc(-c2ccccc2)oc2cc(O)ccc12,C15H10O3,MQGPSCMMNJKMHQ-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,100.0,100.0,253.1,253.1,253.1,253.1
inchikey::HUKPVYBUJRAUAG-UHFFFAOYSA-N,7H-benz[de]anthracen-7-one,O=C1c2ccccc2-c2cccc3cccc1c23,C17H10O,HUKPVYBUJRAUAG-UHFFFAOYSA-N,1,solid,solid,300.47,300.47,101.325,101.325,257.2,257.2,257.2,257.2
inchikey::RZVHIXYEVGDQDX-UHFFFAOYSA-N,"9,10(9H,10H)-anthracenedione",O=C1c2ccccc2C(=O)c2ccccc21,C14H8O2,RZVHIXYEVGDQDX-UHFFFAOYSA-N,1,solid,solid,300.0,300.0,101.325,101.325,227.8,227.8,227.8,227.8
inchikey::XXSCONYSQQLHTH-UHFFFAOYSA-N,9-fluorenemethanol,OCC1c2ccccc2-c2ccccc21,C14H12O,XXSCONYSQQLHTH-UHFFFAOYSA-N,1,solid,solid,297.547,297.547,101.325,101.325,30.679,30.679,30.679,30.679
inchikey::WTWWTKPAEZQYPW-UHFFFAOYSA-N,9-heptadecanol,CCCCCCCCC(O)CCCCCCCC,C17H36O,WTWWTKPAEZQYPW-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,472.6,472.6,472.6,472.6
inchikey::UPJCQHPVGGFMEP-UHFFFAOYSA-L,"Cadmate(2-), dichlorobis(3-pyridinecarboxylato-N1)-, dihydrogen, (T-4)-",Cl.Cl.O=C([O-])c1ccncc1.O=C([O-])c1ccncc1.[Cd+2],C12H10CdCl2N2O4,UPJCQHPVGGFMEP-UHFFFAOYSA-L,1,solid,solid,298.01,298.01,101.325,101.325,230.3,230.3,230.3,230.3
inchikey::LUKZNWIVRBCLON-GXOBDPJESA-N,Ciclesonide,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,C32H44O7,LUKZNWIVRBCLON-GXOBDPJESA-N,1,solid,solid,303.3,303.3,101.325,101.325,423.250221968,423.250221968,423.250221968,423.250221968
inchikey::DPVHGFAJLZWDOC-PVXXTIHASA-N,D-(+)-trehalose dihydrate,O.O.OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C12H26O13,DPVHGFAJLZWDOC-PVXXTIHASA-N,1,solid,solid,298.15,298.15,101.325,101.325,487.87,487.87,487.87,487.87
inchikey::BJHIKXHVCXFQLS-PQLUHFTBSA-N,D-(-)-tagatose,O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO,C6H12O6,BJHIKXHVCXFQLS-PQLUHFTBSA-N,1,solid,solid,298.15,298.15,101.325,101.325,228.55,228.55,228.55,228.55
inchikey::HEBKCHPVOIAQTA-QWWZWVQMSA-N,D-arabitol,OC[C@@H](O)C(O)[C@H](O)CO,C5H12O5,HEBKCHPVOIAQTA-QWWZWVQMSA-N,1,solid,solid,298.15,298.15,101.325,101.325,201.35,201.35,201.35,201.35
inchikey::GUBGYTABKSRVRQ-QRZGKKJRSA-N,D-cellobiose,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,C12H22O11,GUBGYTABKSRVRQ-QRZGKKJRSA-N,1,solid,solid,298.15,298.15,101.325,101.325,436.1,436.1,436.1,436.1
inchikey::VIVCRCODGMFTFY-DVKNGEFBSA-N,"D-glycero-D-gulo-Heptonic acid, gamma-lactone",O=C1O[C@@H]([C@H](O)[C@H](O)CO)[C@@H](O)[C@H]1O,C7H12O7,VIVCRCODGMFTFY-DVKNGEFBSA-N,1,solid,solid,298.15,298.15,101.325,101.325,212.3292996,212.3292996,212.3292996,212.3292996
inchikey::GUBGYTABKSRVRQ-PICCSMPSSA-N,D-maltose,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,C12H22O11,GUBGYTABKSRVRQ-PICCSMPSSA-N,1,solid,solid,298.15,298.15,101.325,101.325,436.1,436.1,436.1,436.1
inchikey::FBPFZTCFMRRESA-KVTDHHQDSA-N,D-mannitol,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,C6H14O6,FBPFZTCFMRRESA-KVTDHHQDSA-N,1,solid,solid,298.15,298.15,101.325,101.325,230.54,230.54,230.54,230.54
inchikey::GZCGUPFRVQAUEE-KVTDHHQDSA-N,D-mannose,O=C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,C6H12O6,GZCGUPFRVQAUEE-KVTDHHQDSA-N,1,solid,solid,298.15,298.15,101.325,101.325,206.6,206.6,206.6,206.6
inchikey::BJHIKXHVCXFQLS-PUFIMZNGSA-N,D-psicose,O=C(CO)[C@H](O)[C@H](O)[C@H](O)CO,C6H12O6,BJHIKXHVCXFQLS-PUFIMZNGSA-N,1,solid,solid,298.15,298.15,101.325,101.325,220.79,220.79,220.79,220.79
inchikey::PYMYPHUHKUWMLA-LMVFSUKVSA-N,D-ribose,O=C[C@H](O)[C@H](O)[C@H](O)CO,C5H10O5,PYMYPHUHKUWMLA-LMVFSUKVSA-N,1,solid,solid,298.15,298.15,101.325,101.325,183.2,183.2,183.2,183.2
inchikey::CZMRCDWAGMRECN-UGDNZRGBSA-N,D-sucrose,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,C12H22O11,CZMRCDWAGMRECN-UGDNZRGBSA-N,1,solid,solid,298.15,298.15,101.325,101.325,424.3,424.3,424.3,424.3
inchikey::PYMYPHUHKUWMLA-VPENINKCSA-N,D-xylose,O=C[C@H](O)[C@@H](O)[C@H](O)CO,C5H10O5,PYMYPHUHKUWMLA-VPENINKCSA-N,1,solid,solid,298.15,298.15,101.325,101.325,178.08,178.08,178.08,178.08
inchikey::FFEARJCKVFRZRR-UHFFFAOYSA-N,DL-2-amino-4-(methylthio)butanoic acid,CSCCC(N)C(=O)O,C5H11NO2S,FFEARJCKVFRZRR-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,205.16,205.16,205.16,205.16
inchikey::QNAYBMKLOCPYGJ-UHFFFAOYSA-N,DL-2-aminopropanoic acid,CC(N)C(=O)O,C3H7NO2,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,119.9,119.9,119.9,119.9
inchikey::FBOUIAKEJMZPQG-AWNIVKPZSA-N,Diniconazole,CC(C)(C)C(O)/C(=C\c1ccc(Cl)cc1Cl)n1cncn1,C15H17Cl2N3O,FBOUIAKEJMZPQG-AWNIVKPZSA-N,1,solid,solid,298.15,298.15,101.325,101.325,381.72,381.72,381.72,381.72
inchikey::MGJBANBTKCZTKI-UHFFFAOYSA-N,GeCo2O4,[Co+2].[Co+2].[Ge+4].[O-2].[O-2].[O-2].[O-2],Co2GeO4,MGJBANBTKCZTKI-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,143.44,143.44,143.44,143.44
inchikey::VTSMFGCBKNZMOH-UHFFFAOYSA-N,GeNi2O4,[Ge+4].[Ni+2].[Ni+2].[O-2].[O-2].[O-2].[O-2],GeNi2O4,VTSMFGCBKNZMOH-UHFFFAOYSA-N,1,solid,solid,298.15,298.15,101.325,101.325,130.76,130.76,130.76,130.76
inchikey::HEBKCHPVOIAQTA-IMJSIDKUSA-N,L-(-)-arabitol,OC[C@H](O)C(O)[C@@H](O)CO,C5H12O5,HEBKCHPVOIAQTA-IMJSIDKUSA-N,1,solid,solid,298.15,298.15,101.325,101.325,206.44,206.44,206.44,206.44
