n_rows,n_unique_compounds,n_features,cv_type,n_splits,mae_oof,rmse_oof,r2_oof,sample_weighting_enabled,split_train_rows,split_val_rows,split_test_rows,split_train_unique_compounds,split_val_unique_compounds,split_test_unique_compounds,split_train_size_requested,split_val_size_requested,split_test_size_requested,train_n,train_mae,train_rmse,train_r2,validation_n,validation_mae,validation_rmse,validation_r2,test_n,test_mae,test_rmse,test_r2,refit_final_on,n_final_fit_rows,n_final_fit_unique_compounds,model_path
2047,1830,33,GroupKFold,5,34.30969370559146,64.4782449166225,0.9303421222487853,True,1234,400,413,1098,366,366,0.6,0.2,0.2,1234,22.255275137177588,40.7350564444217,0.972354842016097,400,37.2070038613911,61.16328736629088,0.9246189131577663,413,38.16842020361188,80.32933322680057,0.9056621546311951,full,2047,1830,output/final_model_sweep_compact/trial_012_rf_small_leaf2_weighted/models/cp_regressor.joblib
