feature,importance
NumValenceElectrons,0.3188966606252175
HeavyAtomCount,0.22850844309736854
LabuteASA,0.1428533151048891
ExactMolWt,0.07179852203780344
MolWt,0.0664681698059571
Kappa1,0.061916143060481266
NumRotatableBonds,0.04256946209675963
Kappa2,0.029757349422080928
RotPerHeavyAtom,0.018835914269097323
FractionCSP3,0.018396020480345297
