n_rows,n_unique_compounds,n_features,cv_type,n_splits,mae_oof,rmse_oof,r2_oof,sample_weighting_enabled,split_train_rows,split_val_rows,split_test_rows,split_train_unique_compounds,split_val_unique_compounds,split_test_unique_compounds,split_train_size_requested,split_val_size_requested,split_test_size_requested,train_n,train_mae,train_rmse,train_r2,validation_n,validation_mae,validation_rmse,validation_r2,test_n,test_mae,test_rmse,test_r2,refit_final_on,n_final_fit_rows,n_final_fit_unique_compounds,model_path
2047,1830,33,GroupKFold,5,34.68090547578466,63.9882960488221,0.931396714589301,False,1234,400,413,1098,366,366,0.6,0.2,0.2,1234,20.53296169843985,27.03570585583713,0.987822507892185,400,39.03876637460997,72.2929681839693,0.8946892106046787,413,37.70893961129918,69.42239912219348,0.9295409367627245,full,2047,1830,output/final_model_sweep_compact/trial_010_gb_small_lr003/models/cp_regressor.joblib
