n_rows,n_unique_compounds,n_features,cv_type,n_splits,mae_oof,rmse_oof,r2_oof,sample_weighting_enabled,split_train_rows,split_val_rows,split_test_rows,split_train_unique_compounds,split_val_unique_compounds,split_test_unique_compounds,split_train_size_requested,split_val_size_requested,split_test_size_requested,train_n,train_mae,train_rmse,train_r2,validation_n,validation_mae,validation_rmse,validation_r2,test_n,test_mae,test_rmse,test_r2,refit_final_on,n_final_fit_rows,n_final_fit_unique_compounds,model_path
2047,1830,10,GroupKFold,5,34.92976871572367,65.80992794238173,0.9274350911259459,False,1234,400,413,1098,366,366,0.6,0.2,0.2,1234,17.728872098112614,29.685517393510104,0.985318457835454,400,37.26979356171551,66.99169045643619,0.9095678972323279,413,37.22989758481652,75.87319256174843,0.9158383297589248,full,2047,1830,models/final_model/cp_regressor.joblib
