column,count,min,max,mean,median
molecular_weight,562,32.042,885.4529999999993,220.73988238990037,167.20749999999998
rotatable_bonds,562,0.0,50.0,4.902135231316726,3.0
H_bond_donors,562,0.0,5.0,0.46619217081850534,0.0
H_bond_acceptors,562,0.0,16.0,2.1423487544483986,2.0
TPSA,562,0.0,199.19,37.28279359430605,26.3
logP,562,-10.87380000000001,18.09709999999998,2.271559822064058,1.9864
heat_capacity,562,81.0,1877.1159672,379.24926243805646,312.1
