column,count,min,max,mean,median
molecular_weight,612,32.042,928.8740000000014,226.30712075673858,175.61449999999996
rotatable_bonds,612,0.0,50.0,5.151960784313726,3.0
H_bond_donors,612,0.0,8.0,0.46568627450980393,0.0
H_bond_acceptors,612,0.0,16.0,2.1633986928104574,2.0
TPSA,612,0.0,199.19,37.27267973856209,26.3
logP,612,-10.87380000000001,19.640200000000007,2.443392352941178,2.12955
heat_capacity,612,81.0,1877.1159672,393.7133312180203,319.5643122
