column,count,min,max,mean,median
molecular_weight,198,32.046,641.7,168.4534595959596,154.2105
rotatable_bonds,198,0.0,31.0,5.095959595959596,4.0
H_bond_donors,198,0.0,4.0,0.4797979797979798,0.0
H_bond_acceptors,198,0.0,6.0,1.9494949494949494,2.0
TPSA,198,0.0,126.69,28.314797979797984,26.3
logP,198,-4.76,12.13,2.082020202020202,1.865
heat_capacity,198,28.77,1036.43,290.50005050505047,272.03999999999996
