model_type,n_estimators,train_mae,train_rmse,train_r2,validation_mae,validation_rmse,validation_r2,test_mae,test_rmse,test_r2
random_forest,50,18.08448869424607,29.532853332420043,0.9854690754263499,37.808019733911735,67.92860859370053,0.9070207168743162,37.64272490452582,79.75499440493894,0.9070063259299563
random_forest,100,17.863862212080395,30.157638719325135,0.9848477509627802,37.85803647031443,66.58716992393326,0.9106567246792773,37.810204713318385,80.71311859477555,0.9047585750347513
random_forest,200,17.63784821315304,29.509101989071088,0.9854924385733174,38.02150323011266,67.51222294494353,0.9081571035155745,37.64914843565972,79.26885217461492,0.9081365465647537
random_forest,400,17.622892326409392,29.490654749935917,0.9855105713381841,37.983290754244635,67.39819749184544,0.9084670795072527,37.719467439673814,79.39398017525896,0.9078462998339676
random_forest,800,17.64061557834439,29.481845613666753,0.9855192263028899,38.11676895316059,67.38333828058187,0.9085074353957805,37.84876849740252,79.53976443439029,0.9075075614754387
