n_rows,n_unique_compounds,n_features,cv_type,n_splits,mae_oof,rmse_oof,r2_oof,sample_weighting_enabled,split_train_rows,split_val_rows,split_test_rows,split_train_unique_compounds,split_val_unique_compounds,split_test_unique_compounds,split_train_size_requested,split_val_size_requested,split_test_size_requested,train_n,train_mae,train_rmse,train_r2,validation_n,validation_mae,validation_rmse,validation_r2,test_n,test_mae,test_rmse,test_r2,refit_final_on,n_final_fit_rows,n_final_fit_unique_compounds,model_path
2047,1830,25,GroupKFold,5,35.563036002386795,65.38614979989819,0.9283666348154994,False,1234,400,413,1098,366,366,0.6,0.2,0.2,1234,21.120960278167974,27.73403685743504,0.9871852951458053,400,38.259918504011296,69.38141044576308,0.9030010564326014,413,37.38170093918168,69.82827714887203,0.9287146505962568,full,2047,1830,output/final_model_sweep_compact/trial_009_gb_selected_lr003/models/cp_regressor.joblib
