best_feature_1,best_feature_2,best_model_cv,best_cv_mae_mean,best_cv_mae_std,best_cv_rmse_mean,best_cv_r2_mean,best_ig_pair,best_ig_pair_gain_over_best_single,best_pair_pearson_corr,best_pair_redundancy_flag,best_single_mae_among_pair_features,mae_improvement_over_best_single,holdout_model,holdout_pair_feature_1,holdout_pair_feature_2,holdout_mae_train,holdout_mae_test,holdout_rmse_test,holdout_r2_test
molecular_weight,rotatable_bonds,elasticnet,33.18257775348244,3.9400859902464096,45.68765098735701,0.89164060473283,1.0239042707683799,0.23178899081619286,0.7155645619801079,False,43.27999617938966,10.097418425907222,elasticnet,molecular_weight,rotatable_bonds,34.62833949976703,24.991103758037823,32.51351484244942,0.9615231745358005
