feature_1,feature_2,model,n_samples_used,cv_mae_mean,cv_mae_std,cv_rmse_mean,cv_r2_mean,best_single_mae_among_pair_features,mae_improvement_over_best_single,pearson_f1_cp,pearson_f2_cp,spearman_f1_cp,spearman_f2_cp,pair_pearson_corr,pair_spearman_corr,pair_redundancy_flag,ig_pair,ig_pair_gain_over_best_single,ig_feature_1,ig_feature_2,ig_n_rows,skipped,skip_reason
molecular_weight,logP,elasticnet,198,47.56255067850127,7.482651281367565,75.15415313618938,0.6985563951826329,50.547121290704766,2.9845706122034983,0.8344647797898637,0.7772973746635984,0.8387825507550014,0.6826223255844466,0.7150991420408215,0.637415332767514,False,0.847324979086622,0.1463625592326624,0.7009624198539596,0.40834526245874136,198,False,
rotatable_bonds,melting_point,rf,198,47.74197026008586,6.3914463746264945,67.0316656605223,0.7753645443872574,43.27999617938966,-4.461974080696194,0.9186743672241442,-0.04911838477019179,0.857004422556517,0.17312100720536885,-0.07306824742052002,0.019464776785574917,False,0.9029431147804267,0.11082783482823966,0.792115279952187,0.06156896210398832,198,False,
rotatable_bonds,melting_point,gbr,198,47.75491431240944,6.298781284617668,67.57886253877231,0.7674234139673254,43.27999617938966,-4.474918133019777,0.9186743672241442,-0.04911838477019179,0.857004422556517,0.17312100720536885,-0.07306824742052002,0.019464776785574917,False,0.9029431147804267,0.11082783482823966,0.792115279952187,0.06156896210398832,198,False,
rotatable_bonds,H_bond_acceptors,rf,198,47.92330032228455,6.958654319698406,67.97186942748989,0.7679610341887547,43.27999617938966,-4.643304142894884,0.9186743672241442,0.28356957048634435,0.857004422556517,0.28897069740063147,0.28827993922051864,0.31008315864547964,False,0.8632362740901574,0.07112099413797035,0.792115279952187,0.05207864109597993,198,False,
rotatable_bonds,TPSA,rf,198,48.04809734540107,7.065905411203714,67.63919101136418,0.772339994632705,43.27999617938966,-4.768101166011405,0.9186743672241442,0.21875285968898114,0.857004422556517,0.22252892347644967,0.2302085372936698,0.27635165235044146,False,0.8436054080167044,0.05149012806451736,0.792115279952187,0.03937921506054454,198,False,
molecular_weight,boiling_point,rf,198,48.0797170004075,8.668144778114206,78.68757074896192,0.6766992144285734,50.547121290704766,2.4674042902972673,0.8344647797898637,0.1373730264160619,0.8387825507550014,0.5358102744246874,0.3185953799453114,0.6282714864223542,False,0.8242532244334231,0.12329080457946351,0.7009624198539596,0.23872781589235248,198,False,
molecular_weight,logP,gbr,198,48.307297810493644,8.556965666098964,74.64469241082888,0.7116803672914997,50.547121290704766,2.239823480211122,0.8344647797898637,0.7772973746635984,0.8387825507550014,0.6826223255844466,0.7150991420408215,0.637415332767514,False,0.847324979086622,0.1463625592326624,0.7009624198539596,0.40834526245874136,198,False,
molecular_weight,logP,rf,198,48.37474987908208,8.83895932899623,75.05200199869648,0.714813367857863,50.547121290704766,2.1723714116226844,0.8344647797898637,0.7772973746635984,0.8387825507550014,0.6826223255844466,0.7150991420408215,0.637415332767514,False,0.847324979086622,0.1463625592326624,0.7009624198539596,0.40834526245874136,198,False,
molecular_weight,boiling_point,gbr,198,48.72919728018047,8.209085502989945,78.16661876289645,0.6848005809285245,50.547121290704766,1.817924010524294,0.8344647797898637,0.1373730264160619,0.8387825507550014,0.5358102744246874,0.3185953799453114,0.6282714864223542,False,0.8242532244334231,0.12329080457946351,0.7009624198539596,0.23872781589235248,198,False,
TPSA,logP,gbr,198,49.374146276475756,8.517909023147173,71.75463667606607,0.7379708555966832,70.38379033922403,21.00964406274828,0.21875285968898114,0.7772973746635984,0.22252892347644967,0.6826223255844466,-0.30886507972072585,-0.3028863625448074,False,0.6434677103785111,0.23512244791976977,0.03937921506054454,0.40834526245874136,198,False,
H_bond_acceptors,logP,gbr,198,49.94992991028314,6.963848129689638,69.31508240230806,0.7594657470852029,70.38379033922403,20.433860428940896,0.28356957048634435,0.7772973746635984,0.28897069740063147,0.6826223255844466,-0.22157116771140078,-0.2602605372070979,False,0.6658310764390871,0.25748581398034576,0.05207864109597993,0.40834526245874136,198,False,
molecular_weight,H_bond_donors,rf,198,50.100918787574244,8.218344886032876,76.85495735914336,0.6982013515493688,50.547121290704766,0.4462025031305217,0.8344647797898637,0.0006785711616585098,0.8387825507550014,-0.0025430764720517016,-0.12596511023400683,-0.1758552266775145,False,0.7969068272258193,0.09594440737185972,0.7009624198539596,0.02386572061466863,198,False,
