feature_1,feature_2,model,n_samples_used,cv_mae_mean,cv_mae_std,cv_rmse_mean,cv_r2_mean
molecular_weight,rotatable_bonds,linear,734,43.54665093512604,4.200061666113412,67.09617221589725,0.9041919856319214
molecular_weight,rotatable_bonds,ridge,734,43.55442867102932,4.200600344185349,67.09591473793165,0.9042014236750261
molecular_weight,rotatable_bonds,elasticnet,734,43.583859124491376,4.204338899989285,67.10058027659767,0.904215815345009
molecular_weight,rotatable_bonds,gbr,734,44.51833068358018,4.342063814230577,70.48197793263168,0.8960447360606747
molecular_weight,rotatable_bonds,rf,734,45.351070331532135,3.7989175835967197,73.02184374982991,0.8881846507522618
molecular_weight,rotatable_bonds,svr,734,59.87354558639982,9.030575268486334,119.8559939259335,0.7069835097853264
