task,feature_set,model,n_rows,n_features,mae_cv,rmse_cv,r2_cv,cv_type,n_splits,feature_names,model_path
all,rdkit_small,random_forest,2047,33,34.01768720242781,63.09882992867308,0.9332906919895174,GroupKFold,5,"['MolWt', 'ExactMolWt', 'HeavyAtomCount', 'NumValenceElectrons', 'NumRotatableBonds', 'RingCount', 'NumAromaticRings', 'NumAliphaticRings', 'FractionCSP3', 'TPSA', 'MolLogP', 'NumHAcceptors', 'NumHDonors', 'LabuteASA', 'BalabanJ', 'Kappa1', 'Kappa2', 'Kappa3', 'HeteroAtomCount', 'HalogenCount', 'FormalCharge', 'RotPerHeavyAtom', 'RingPerHeavyAtom', 'HeteroAtomFraction', 'CarbonFraction', 'MolMR', 'NHOHCount', 'NOCount', 'NumSaturatedRings', 'NumHeterocycles', 'NumAmideBonds', 'NumBridgeheadAtoms', 'NumSpiroAtoms']",models/feature_search/best_feature_search_model.joblib
